id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
2173,User2173,52,Male,Mobile,Bottom,Education,Evening,1.0
6296,User6296,29,Female,Desktop,Bottom,Education,Evening,1.0
8789,User8789,44,Female,Desktop,Top,Entertainment,Evening,1.0
1148,User1148,25,Non-Binary,Mobile,Bottom,Education,Afternoon,1.0
564,User564,36,Female,Desktop,Bottom,Education,Morning,0.0
6066,User6066,35,Female,Desktop,Bottom,News,Night,1.0
6409,User6409,52,Male,Desktop,Top,Entertainment,Night,1.0
6248,User6248,48,Female,Mobile,Top,Social Media,Evening,1.0
8557,User8557,31,Non-Binary,Mobile,Side,Entertainment,Morning,0.0
2330,User2330,27,Female,Tablet,Top,News,Evening,0.0
5276,User5276,42,Male,Tablet,Side,Shopping,Afternoon,1.0
4281,User4281,55,Non-Binary,Mobile,Top,Education,Afternoon,0.0
522,User522,24,Male,Mobile,Top,Shopping,Afternoon,0.0
4108,User4108,36,Non-Binary,Desktop,Bottom,Shopping,Morning,1.0
8373,User8373,29,Male,Desktop,Side,Shopping,Afternoon,1.0
5909,User5909,45,Non-Binary,Tablet,Top,News,Afternoon,1.0
2032,User2032,39,Female,Desktop,Bottom,Education,Morning,1.0
1908,User1908,26,Male,Mobile,Bottom,Education,Evening,1.0
3750,User3750,25,Male,Tablet,Side,Shopping,Night,0.0
7878,User7878,60,Non-Binary,Tablet,Side,Social Media,Afternoon,1.0
1762,User1762,41,Non-Binary,Tablet,Side,Entertainment,Afternoon,1.0
8101,User8101,59,Female,Desktop,Bottom,Shopping,Afternoon,1.0
5053,User5053,61,Non-Binary,Tablet,Side,Entertainment,Morning,1.0
8983,User8983,45,Non-Binary,Desktop,Bottom,Entertainment,Night,0.0
8593,User8593,41,Male,Mobile,Bottom,News,Night,0.0
4021,User4021,38,Non-Binary,Mobile,Side,Entertainment,Morning,1.0
4834,User4834,37,Male,Desktop,Bottom,Education,Evening,0.0
7739,User7739,58,Male,Desktop,Bottom,Education,Evening,0.0
5748,User5748,35,Male,Desktop,Side,Education,Morning,1.0
293,User293,35,Non-Binary,Desktop,Side,Social Media,Morning,0.0
6153,User6153,30,Non-Binary,Mobile,Side,Entertainment,Night,1.0
9234,User9234,20,Male,Desktop,Bottom,Entertainment,Morning,1.0
6886,User6886,43,Male,Mobile,Bottom,Education,Evening,1.0
9418,User9418,20,Male,Tablet,Side,News,Night,1.0
503,User503,43,Non-Binary,Desktop,Side,Social Media,Morning,1.0
1399,User1399,52,Female,Mobile,Bottom,Education,Night,1.0
4945,User4945,35,Male,Tablet,Top,Social Media,Morning,1.0
7526,User7526,43,Non-Binary,Tablet,Side,News,Evening,1.0
5574,User5574,52,Female,Desktop,Bottom,Shopping,Afternoon,1.0
1905,User1905,62,Non-Binary,Mobile,Bottom,Education,Night,1.0
5501,User5501,28,Non-Binary,Mobile,Bottom,Social Media,Evening,1.0
7961,User7961,64,Female,Mobile,Side,Shopping,Evening,0.0
6251,User6251,44,Non-Binary,Mobile,Side,Shopping,Morning,1.0
4756,User4756,59,Non-Binary,Mobile,Bottom,Education,Evening,1.0
8817,User8817,53,Male,Tablet,Bottom,Education,Morning,1.0
6421,User6421,35,Female,Desktop,Side,Shopping,Morning,0.0
7544,User7544,35,Female,Mobile,Top,News,Afternoon,1.0
5371,User5371,62,Female,Mobile,Top,News,Night,0.0
8324,User8324,49,Male,Desktop,Bottom,News,Morning,0.0
6862,User6862,57,Male,Tablet,Side,Education,Afternoon,1.0
8018,User8018,32,Female,Desktop,Side,Shopping,Night,1.0
7348,User7348,29,Female,Desktop,Top,Shopping,Evening,0.0
4073,User4073,40,Male,Desktop,Top,Entertainment,Evening,1.0
6880,User6880,34,Female,Mobile,Side,News,Morning,1.0
518,User518,35,Male,Tablet,Bottom,Entertainment,Morning,1.0
2173,User2173,52,Male,Mobile,Bottom,Shopping,Night,1.0
2370,User2370,54,Non-Binary,Tablet,Bottom,Education,Evening,0.0
7765,User7765,34,Male,Desktop,Side,Entertainment,Evening,0.0
6288,User6288,61,Non-Binary,Tablet,Bottom,News,Afternoon,1.0
3117,User3117,21,Female,Tablet,Bottom,Shopping,Afternoon,1.0
2309,User2309,22,Male,Tablet,Bottom,Entertainment,Night,1.0
7757,User7757,61,Non-Binary,Tablet,Side,Shopping,Night,0.0
9397,User9397,19,Male,Tablet,Top,Entertainment,Evening,1.0
6708,User6708,42,Male,Desktop,Top,Entertainment,Night,1.0
7858,User7858,61,Non-Binary,Tablet,Top,News,Night,0.0
2733,User2733,46,Non-Binary,Tablet,Bottom,Education,Morning,1.0
6296,User6296,29,Female,Desktop,Bottom,Education,Evening,1.0
3403,User3403,56,Female,Desktop,Top,Social Media,Night,1.0
5699,User5699,19,Female,Tablet,Top,Education,Morning,1.0
3740,User3740,31,Non-Binary,Tablet,Bottom,Social Media,Evening,1.0
5783,User5783,33,Female,Desktop,Bottom,News,Evening,1.0
6928,User6928,41,Non-Binary,Tablet,Side,News,Morning,0.0
6193,User6193,29,Female,Desktop,Bottom,Shopping,Afternoon,1.0
2059,User2059,58,Male,Desktop,Side,Social Media,Afternoon,0.0
7097,User7097,28,Female,Tablet,Side,Shopping,Morning,0.0
2721,User2721,45,Male,Mobile,Side,Social Media,Afternoon,0.0
3352,User3352,58,Female,Desktop,Side,Social Media,Night,1.0
3604,User3604,49,Male,Tablet,Bottom,News,Morning,1.0
1454,User1454,49,Female,Tablet,Top,News,Morning,1.0
2656,User2656,21,Female,Mobile,Side,Shopping,Night,0.0
8808,User8808,55,Female,Tablet,Side,Entertainment,Morning,0.0
6129,User6129,36,Male,Tablet,Bottom,Entertainment,Evening,1.0
1635,User1635,54,Female,Tablet,Top,News,Evening,1.0
6762,User6762,28,Non-Binary,Tablet,Bottom,Shopping,Afternoon,0.0
5952,User5952,40,Male,Tablet,Bottom,Education,Evening,0.0
9516,User9516,38,Female,Desktop,Side,Education,Morning,1.0
973,User973,34,Male,Mobile,Bottom,Shopping,Afternoon,1.0
5414,User5414,41,Female,Desktop,Bottom,Entertainment,Evening,1.0
5110,User5110,44,Female,Tablet,Top,Shopping,Morning,1.0
4228,User4228,52,Female,Desktop,Side,Entertainment,Morning,1.0
5030,User5030,54,Non-Binary,Tablet,Top,Social Media,Night,1.0
5389,User5389,37,Non-Binary,Desktop,Top,Education,Evening,0.0
8956,User8956,30,Male,Tablet,Top,News,Morning,1.0
4756,User4756,59,Non-Binary,Mobile,Bottom,Education,Evening,1.0
5939,User5939,18,Female,Desktop,Side,Shopping,Afternoon,0.0
6593,User6593,35,Female,Mobile,Top,Social Media,Afternoon,0.0
5751,User5751,41,Female,Desktop,Side,Social Media,Morning,0.0
9888,User9888,49,Male,Mobile,Top,News,Morning,1.0
8892,User8892,40,Male,Tablet,Side,Social Media,Night,0.0
7993,User7993,34,Non-Binary,Mobile,Bottom,Social Media,Morning,1.0
1549,User1549,56,Female,Desktop,Top,News,Afternoon,1.0
5194,User5194,53,Male,Mobile,Top,News,Afternoon,1.0
6258,User6258,39,Male,Tablet,Top,Shopping,Night,1.0
3375,User3375,59,Non-Binary,Mobile,Bottom,Education,Evening,1.0
1988,User1988,44,Non-Binary,Tablet,Side,Shopping,Evening,0.0
5921,User5921,52,Female,Desktop,Side,Shopping,Morning,1.0
5881,User5881,26,Non-Binary,Tablet,Top,Shopping,Morning,1.0
24,User24,32,Non-Binary,Tablet,Side,News,Afternoon,1.0
141,User141,58,Male,Tablet,Side,Education,Night,0.0
9934,User9934,29,Female,Tablet,Top,Entertainment,Evening,0.0
3562,User3562,33,Male,Mobile,Bottom,Entertainment,Night,0.0
5941,User5941,53,Non-Binary,Desktop,Side,Education,Evening,0.0
1710,User1710,45,Male,Tablet,Side,Education,Evening,1.0
4621,User4621,20,Female,Desktop,Top,Social Media,Afternoon,1.0
5182,User5182,43,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0.0
3771,User3771,28,Male,Tablet,Top,Social Media,Evening,0.0
6495,User6495,42,Non-Binary,Tablet,Bottom,Education,Afternoon,1.0
3325,User3325,25,Male,Mobile,Bottom,Education,Morning,1.0
1905,User1905,62,Non-Binary,Mobile,Bottom,Education,Night,1.0
8832,User8832,30,Female,Desktop,Side,News,Night,1.0
5110,User5110,44,Female,Tablet,Top,Shopping,Morning,1.0
7874,User7874,33,Non-Binary,Tablet,Top,Entertainment,Evening,0.0
7526,User7526,43,Non-Binary,Tablet,Side,Entertainment,Evening,1.0
7450,User7450,43,Male,Desktop,Side,News,Night,1.0
5269,User5269,36,Female,Tablet,Side,Social Media,Evening,0.0
5909,User5909,45,Female,Tablet,Top,Entertainment,Afternoon,1.0
1524,User1524,24,Male,Mobile,Bottom,News,Night,1.0
674,User674,52,Female,Tablet,Side,Entertainment,Evening,1.0
5980,User5980,40,Male,Desktop,Side,Entertainment,Morning,1.0
5566,User5566,32,Non-Binary,Mobile,Bottom,Social Media,Morning,1.0
8515,User8515,44,Non-Binary,Tablet,Bottom,Entertainment,Morning,1.0
2336,User2336,32,Non-Binary,Tablet,Side,Education,Morning,1.0
5629,User5629,41,Male,Desktop,Top,News,Night,1.0
1586,User1586,38,Non-Binary,Desktop,Top,Shopping,Night,1.0
427,User427,34,Non-Binary,Desktop,Side,Entertainment,Afternoon,0.0
5623,User5623,53,Male,Desktop,Side,Social Media,Morning,1.0
928,User928,49,Male,Tablet,Top,Social Media,Night,1.0
188,User188,56,Female,Tablet,Bottom,News,Morning,1.0
1931,User1931,52,Male,Mobile,Bottom,Shopping,Night,1.0
3171,User3171,42,Female,Tablet,Top,News,Evening,0.0
5498,User5498,42,Female,Tablet,Side,Education,Morning,1.0
1334,User1334,21,Female,Mobile,Top,News,Evening,0.0
998,User998,35,Non-Binary,Tablet,Top,Social Media,Evening,1.0
2272,User2272,52,Non-Binary,Tablet,Bottom,News,Morning,1.0
553,User553,60,Non-Binary,Tablet,Top,Education,Night,0.0
5498,User5498,42,Female,Tablet,Side,Education,Morning,1.0
7152,User7152,32,Non-Binary,Tablet,Side,News,Morning,1.0
1027,User1027,55,Female,Desktop,Bottom,Entertainment,Night,0.0
9766,User9766,31,Male,Desktop,Bottom,Shopping,Evening,1.0
9966,User9966,28,Female,Mobile,Top,Entertainment,Afternoon,1.0
9611,User9611,41,Male,Desktop,Side,Entertainment,Afternoon,1.0
3746,User3746,49,Male,Desktop,Top,Entertainment,Morning,1.0
1529,User1529,20,Female,Mobile,Top,Entertainment,Afternoon,1.0
2595,User2595,37,Female,Desktop,Bottom,Entertainment,Morning,1.0
5623,User5623,52,Female,Desktop,Side,Social Media,Morning,1.0
3297,User3297,18,Female,Tablet,Bottom,Entertainment,Night,1.0
6202,User6202,34,Female,Tablet,Bottom,Entertainment,Night,1.0
9136,User9136,34,Non-Binary,Desktop,Side,Shopping,Afternoon,1.0
4849,User4849,50,Male,Desktop,Side,Entertainment,Evening,0.0
2137,User2137,20,Male,Tablet,Side,News,Night,1.0
674,User674,52,Non-Binary,Tablet,Side,Entertainment,Evening,1.0
2542,User2542,40,Non-Binary,Mobile,Side,Education,Evening,1.0
7828,User7828,29,Non-Binary,Tablet,Bottom,Entertainment,Morning,1.0
4677,User4677,41,Female,Mobile,Side,Education,Night,0.0
3236,User3236,56,Female,Mobile,Bottom,Education,Morning,1.0
3644,User3644,26,Female,Tablet,Side,Entertainment,Evening,1.0
5878,User5878,42,Male,Tablet,Bottom,Education,Afternoon,1.0
6467,User6467,30,Non-Binary,Desktop,Side,Social Media,Morning,1.0
6165,User6165,31,Male,Mobile,Side,Entertainment,Afternoon,0.0
3246,User3246,35,Female,Mobile,Top,Education,Afternoon,1.0
8147,User8147,32,Female,Desktop,Top,Social Media,Night,1.0
3391,User3391,26,Male,Mobile,Side,Entertainment,Morning,0.0
1729,User1729,26,Female,Mobile,Top,News,Afternoon,1.0
9057,User9057,38,Female,Desktop,Side,Shopping,Afternoon,1.0
9064,User9064,41,Female,Mobile,Top,Entertainment,Night,1.0
3422,User3422,38,Non-Binary,Tablet,Top,Social Media,Morning,0.0
6679,User6679,26,Male,Tablet,Bottom,News,Night,1.0
5566,User5566,34,Female,Mobile,Bottom,Social Media,Morning,1.0
3336,User3336,26,Non-Binary,Desktop,Bottom,Education,Afternoon,1.0
2117,User2117,39,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0.0
3297,User3297,18,Female,Tablet,Bottom,Social Media,Night,1.0
1995,User1995,53,Male,Desktop,Top,Education,Evening,0.0
1914,User1914,42,Male,Tablet,Bottom,Shopping,Night,1.0
3297,User3297,34,Female,Tablet,Bottom,Education,Night,1.0
1487,User1487,32,Male,Mobile,Bottom,Education,Morning,0.0
6602,User6602,58,Female,Desktop,Top,News,Night,1.0
8684,User8684,51,Non-Binary,Tablet,Top,Shopping,Afternoon,1.0
8174,User8174,20,Female,Mobile,Bottom,Education,Afternoon,1.0
5439,User5439,38,Female,Tablet,Side,Social Media,Afternoon,1.0
1178,User1178,37,Male,Desktop,Top,Social Media,Evening,1.0
804,User804,24,Male,Mobile,Top,News,Afternoon,0.0
6365,User6365,38,Female,Tablet,Bottom,Entertainment,Evening,1.0
9157,User9157,53,Female,Mobile,Top,Entertainment,Afternoon,1.0
6278,User6278,29,Male,Desktop,Bottom,Education,Night,0.0
188,User188,56,Female,Tablet,Bottom,News,Morning,1.0
9253,User9253,33,Female,Mobile,Side,Shopping,Evening,0.0
1296,User1296,34,Non-Binary,Tablet,Top,News,Morning,1.0
7471,User7471,28,Female,Mobile,Bottom,Shopping,Morning,1.0
3861,User3861,38,Non-Binary,Mobile,Bottom,Education,Night,0.0
9418,User9418,20,Non-Binary,Tablet,Side,News,Night,1.0
6708,User6708,40,Female,Desktop,Top,Shopping,Night,1.0
2272,User2272,37,Non-Binary,Desktop,Bottom,Education,Morning,1.0
3908,User3908,50,Female,Desktop,Bottom,Shopping,Evening,1.0
1077,User1077,42,Non-Binary,Desktop,Top,Education,Afternoon,1.0
9064,User9064,41,Female,Mobile,Top,Entertainment,Night,1.0
1910,User1910,63,Male,Desktop,Side,Social Media,Night,1.0
6100,User6100,47,Non-Binary,Mobile,Bottom,Education,Night,1.0
7670,User7670,36,Female,Tablet,Side,Education,Morning,1.0
6167,User6167,20,Male,Mobile,Side,Shopping,Night,1.0
9807,User9807,35,Non-Binary,Tablet,Bottom,Education,Night,1.0
2295,User2295,53,Non-Binary,Tablet,Bottom,Social Media,Afternoon,0.0
222,User222,55,Female,Tablet,Bottom,News,Afternoon,0.0
1935,User1935,30,Male,Desktop,Bottom,Entertainment,Afternoon,1.0
2137,User2137,20,Male,Tablet,Side,News,Night,1.0
7322,User7322,39,Female,Desktop,Bottom,Social Media,Afternoon,1.0
2223,User2223,27,Male,Desktop,Side,Shopping,Evening,0.0
7248,User7248,26,Non-Binary,Mobile,Top,Social Media,Evening,1.0
7962,User7962,58,Male,Tablet,Top,Shopping,Afternoon,1.0
7076,User7076,43,Non-Binary,Tablet,Side,News,Afternoon,0.0
4230,User4230,35,Female,Tablet,Top,Education,Evening,1.0
2156,User2156,46,Female,Tablet,Side,Shopping,Afternoon,1.0
1369,User1369,45,Male,Desktop,Bottom,Social Media,Morning,1.0
7002,User7002,44,Non-Binary,Tablet,Side,News,Evening,0.0
3403,User3403,56,Female,Desktop,Top,News,Night,1.0
8684,User8684,51,Female,Tablet,Top,Shopping,Afternoon,1.0
8101,User8101,59,Non-Binary,Desktop,Bottom,News,Afternoon,1.0
9408,User9408,36,Female,Desktop,Bottom,News,Night,0.0
2290,User2290,41,Male,Tablet,Top,Entertainment,Evening,1.0
2289,User2289,36,Female,Desktop,Bottom,Shopping,Morning,1.0
5295,User5295,56,Non-Binary,Desktop,Side,Shopping,Night,0.0
9499,User9499,26,Female,Mobile,Bottom,Social Media,Morning,1.0
387,User387,22,Male,Mobile,Side,Education,Afternoon,0.0
6202,User6202,37,Female,Tablet,Bottom,Shopping,Night,1.0
6112,User6112,34,Non-Binary,Desktop,Bottom,Education,Morning,0.0
1420,User1420,62,Non-Binary,Desktop,Bottom,News,Morning,1.0
8459,User8459,47,Non-Binary,Tablet,Bottom,Entertainment,Morning,1.0
7674,User7674,43,Female,Tablet,Bottom,News,Afternoon,1.0
1721,User1721,34,Male,Mobile,Bottom,Social Media,Afternoon,1.0
2116,User2116,32,Male,Mobile,Top,Education,Night,0.0
4266,User4266,52,Male,Desktop,Side,Entertainment,Morning,1.0
7652,User7652,40,Male,Mobile,Bottom,Education,Morning,1.0
2124,User2124,39,Non-Binary,Desktop,Top,Entertainment,Evening,1.0
1138,User1138,33,Female,Desktop,Side,Social Media,Night,0.0
2691,User2691,50,Non-Binary,Desktop,Bottom,News,Afternoon,1.0
3062,User3062,34,Male,Desktop,Bottom,Entertainment,Evening,1.0
4086,User4086,28,Female,Desktop,Side,Shopping,Morning,1.0
9267,User9267,20,Male,Desktop,Top,Shopping,Morning,1.0
2021,User2021,41,Male,Mobile,Bottom,Social Media,Night,1.0
375,User375,26,Non-Binary,Mobile,Top,News,Evening,1.0
8115,User8115,43,Female,Mobile,Side,Social Media,Afternoon,1.0
6049,User6049,44,Male,Tablet,Side,Education,Evening,0.0
6345,User6345,42,Male,Mobile,Top,Shopping,Afternoon,0.0
9775,User9775,31,Female,Tablet,Side,Shopping,Afternoon,0.0
5482,User5482,34,Female,Mobile,Bottom,Entertainment,Evening,0.0
2596,User2596,52,Male,Mobile,Side,Social Media,Afternoon,0.0
692,User692,48,Non-Binary,Desktop,Top,Social Media,Night,0.0
5030,User5030,35,Female,Tablet,Top,Education,Morning,1.0
2839,User2839,54,Male,Desktop,Bottom,Education,Afternoon,0.0
2157,User2157,42,Female,Desktop,Side,Shopping,Night,0.0
8692,User8692,38,Male,Mobile,Bottom,Education,Afternoon,1.0
6086,User6086,20,Male,Desktop,Bottom,Shopping,Morning,1.0
6479,User6479,44,Male,Tablet,Side,Education,Afternoon,1.0
8957,User8957,29,Female,Tablet,Top,Social Media,Morning,1.0
2336,User2336,32,Male,Tablet,Side,Shopping,Morning,1.0
9833,User9833,34,Female,Desktop,Side,Social Media,Night,0.0
2977,User2977,52,Female,Desktop,Bottom,Social Media,Evening,0.0
4906,User4906,35,Male,Mobile,Bottom,Social Media,Evening,0.0
8760,User8760,49,Male,Tablet,Bottom,News,Night,0.0
6906,User6906,30,Non-Binary,Mobile,Top,Entertainment,Morning,1.0
9504,User9504,31,Male,Tablet,Top,News,Morning,1.0
8737,User8737,43,Male,Mobile,Side,Entertainment,Morning,0.0
6620,User6620,52,Female,Tablet,Top,Education,Morning,1.0
8753,User8753,30,Non-Binary,Tablet,Top,Social Media,Morning,1.0
2275,User2275,28,Female,Mobile,Bottom,News,Morning,0.0
5420,User5420,40,Male,Mobile,Bottom,News,Morning,1.0
6143,User6143,29,Non-Binary,Mobile,Bottom,Education,Afternoon,1.0
9157,User9157,34,Female,Mobile,Bottom,Entertainment,Morning,1.0
2876,User2876,23,Non-Binary,Tablet,Top,Education,Morning,1.0
4266,User4266,45,Female,Desktop,Bottom,News,Morning,1.0
5878,User5878,36,Female,Tablet,Bottom,Education,Afternoon,1.0
3330,User3330,49,Male,Desktop,Top,News,Afternoon,1.0
4019,User4019,32,Male,Tablet,Top,Shopping,Evening,0.0
5586,User5586,48,Female,Desktop,Bottom,Entertainment,Afternoon,0.0
6272,User6272,41,Female,Desktop,Bottom,News,Morning,0.0
5279,User5279,40,Male,Desktop,Bottom,News,Afternoon,0.0
1945,User1945,20,Female,Tablet,Side,Entertainment,Night,1.0
9966,User9966,35,Non-Binary,Mobile,Top,Entertainment,Afternoon,1.0
1148,User1148,25,Male,Mobile,Bottom,Social Media,Afternoon,1.0
8846,User8846,60,Non-Binary,Tablet,Bottom,Entertainment,Morning,0.0
1305,User1305,30,Non-Binary,Tablet,Top,News,Night,1.0
6959,User6959,39,Male,Desktop,Top,Shopping,Evening,1.0
7971,User7971,46,Non-Binary,Tablet,Bottom,Entertainment,Morning,1.0
6657,User6657,22,Female,Desktop,Bottom,Education,Night,1.0
5955,User5955,59,Female,Tablet,Side,Entertainment,Evening,1.0
4945,User4945,31,Female,Tablet,Top,Social Media,Morning,1.0
28,User28,44,Male,Mobile,Bottom,Shopping,Evening,0.0
6743,User6743,26,Non-Binary,Mobile,Side,Entertainment,Evening,1.0
6209,User6209,37,Female,Tablet,Top,Entertainment,Afternoon,0.0
9550,User9550,58,Non-Binary,Desktop,Top,Education,Afternoon,1.0
9676,User9676,31,Male,Mobile,Top,Education,Morning,1.0
7511,User7511,31,Female,Desktop,Side,Shopping,Night,1.0
301,User301,59,Male,Tablet,Side,Social Media,Evening,1.0
9572,User9572,38,Female,Tablet,Bottom,News,Morning,1.0
5878,User5878,47,Non-Binary,Desktop,Bottom,Entertainment,Evening,1.0
6540,User6540,61,Male,Tablet,Bottom,Education,Afternoon,0.0
6479,User6479,39,Male,Desktop,Side,Social Media,Afternoon,1.0
6849,User6849,39,Male,Mobile,Top,Entertainment,Night,1.0
5569,User5569,35,Non-Binary,Mobile,Bottom,Education,Afternoon,1.0
6980,User6980,62,Female,Desktop,Bottom,Entertainment,Night,1.0
2595,User2595,62,Female,Desktop,Bottom,News,Morning,1.0
8127,User8127,39,Female,Desktop,Bottom,Education,Night,1.0
7526,User7526,45,Non-Binary,Tablet,Side,Education,Evening,1.0
327,User327,40,Non-Binary,Desktop,Side,Social Media,Night,0.0
7065,User7065,57,Non-Binary,Desktop,Side,Shopping,Morning,1.0
1706,User1706,50,Male,Tablet,Bottom,Shopping,Night,1.0
2428,User2428,45,Non-Binary,Tablet,Side,News,Evening,1.0
2691,User2691,50,Non-Binary,Desktop,Bottom,News,Afternoon,1.0
7131,User7131,55,Female,Tablet,Bottom,Entertainment,Night,0.0
6849,User6849,30,Male,Mobile,Top,Education,Night,1.0
3178,User3178,62,Male,Mobile,Top,Shopping,Morning,0.0
9419,User9419,64,Female,Mobile,Side,Social Media,Afternoon,1.0
9311,User9311,28,Non-Binary,Desktop,Side,Entertainment,Afternoon,1.0
6487,User6487,35,Male,Desktop,Side,Social Media,Morning,1.0
5572,User5572,48,Male,Tablet,Top,Shopping,Night,0.0
6862,User6862,29,Male,Tablet,Side,Education,Afternoon,1.0
6449,User6449,42,Non-Binary,Desktop,Top,Shopping,Night,1.0
1943,User1943,52,Female,Desktop,Bottom,News,Evening,0.0
7322,User7322,41,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1.0
5878,User5878,35,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1.0
5376,User5376,43,Female,Mobile,Top,News,Afternoon,0.0
373,User373,34,Female,Mobile,Top,Education,Evening,1.0
8095,User8095,22,Female,Tablet,Side,Entertainment,Afternoon,0.0
5414,User5414,24,Female,Desktop,Bottom,Entertainment,Evening,1.0
7962,User7962,58,Non-Binary,Tablet,Top,Entertainment,Afternoon,1.0
1178,User1178,42,Female,Desktop,Bottom,Education,Evening,1.0
4049,User4049,57,Non-Binary,Desktop,Top,Entertainment,Night,1.0
9397,User9397,19,Female,Tablet,Top,Entertainment,Evening,1.0
1273,User1273,47,Non-Binary,Mobile,Side,Social Media,Morning,1.0
7677,User7677,30,Male,Tablet,Top,Education,Afternoon,0.0
5569,User5569,35,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1.0
8278,User8278,36,Female,Mobile,Top,News,Afternoon,1.0
5100,User5100,42,Non-Binary,Mobile,Side,Shopping,Morning,1.0
5756,User5756,51,Non-Binary,Tablet,Top,Shopping,Afternoon,1.0
2755,User2755,59,Male,Mobile,Bottom,Social Media,Evening,0.0
1225,User1225,52,Female,Tablet,Side,Entertainment,Evening,1.0
3429,User3429,59,Female,Tablet,Side,Social Media,Morning,1.0
8515,User8515,46,Non-Binary,Mobile,Bottom,Entertainment,Night,1.0
6746,User6746,37,Non-Binary,Desktop,Top,Social Media,Afternoon,0.0
3032,User3032,31,Male,Desktop,Side,News,Morning,0.0
8297,User8297,46,Non-Binary,Tablet,Top,News,Evening,0.0
6854,User6854,32,Male,Mobile,Bottom,Education,Night,1.0
2733,User2733,38,Non-Binary,Tablet,Bottom,News,Morning,1.0
5346,User5346,30,Non-Binary,Tablet,Top,News,Morning,1.0
1171,User1171,52,Female,Desktop,Bottom,Social Media,Night,1.0
9267,User9267,20,Male,Desktop,Top,Entertainment,Morning,1.0
8174,User8174,20,Female,Mobile,Bottom,Education,Afternoon,1.0
412,User412,43,Male,Tablet,Top,News,Evening,1.0
9320,User9320,41,Male,Mobile,Side,Entertainment,Night,0.0
8083,User8083,46,Female,Mobile,Bottom,News,Morning,0.0
5879,User5879,42,Non-Binary,Mobile,Side,Entertainment,Afternoon,0.0
5276,User5276,42,Male,Tablet,Side,Shopping,Afternoon,1.0
770,User770,30,Female,Desktop,Bottom,Education,Evening,1.0
2542,User2542,58,Male,Mobile,Side,Entertainment,Evening,1.0
6153,User6153,30,Male,Mobile,Side,Entertainment,Night,1.0
6620,User6620,52,Female,Tablet,Top,Education,Morning,1.0
3225,User3225,23,Male,Tablet,Bottom,Entertainment,Morning,1.0
9676,User9676,21,Non-Binary,Mobile,Top,News,Morning,1.0
1635,User1635,37,Female,Tablet,Top,News,Evening,1.0
5629,User5629,53,Male,Tablet,Top,Social Media,Night,1.0
453,User453,34,Female,Mobile,Top,Entertainment,Afternoon,1.0
8222,User8222,27,Male,Tablet,Side,News,Afternoon,1.0
4539,User4539,54,Male,Mobile,Bottom,Entertainment,Night,1.0
2964,User2964,40,Non-Binary,Mobile,Side,Entertainment,Night,1.0
2733,User2733,48,Non-Binary,Tablet,Bottom,Social Media,Morning,1.0
5187,User5187,18,Female,Tablet,Side,News,Morning,0.0
364,User364,54,Non-Binary,Desktop,Top,Shopping,Evening,0.0
3685,User3685,46,Non-Binary,Mobile,Side,Entertainment,Morning,0.0
606,User606,31,Non-Binary,Desktop,Bottom,Education,Afternoon,1.0
3188,User3188,47,Male,Tablet,Side,Education,Morning,0.0
6409,User6409,52,Male,Desktop,Top,Education,Night,1.0
3909,User3909,49,Male,Mobile,Top,Social Media,Night,0.0
4539,User4539,24,Male,Mobile,Bottom,Education,Night,1.0
543,User543,64,Male,Mobile,Side,Shopping,Night,0.0
4250,User4250,48,Female,Tablet,Top,Entertainment,Evening,0.0
4058,User4058,33,Female,Tablet,Bottom,News,Evening,1.0
9966,User9966,36,Female,Mobile,Top,Social Media,Afternoon,1.0
2946,User2946,37,Female,Desktop,Bottom,Education,Afternoon,1.0
2309,User2309,22,Male,Tablet,Bottom,Entertainment,Night,1.0
4035,User4035,22,Female,Tablet,Top,Education,Morning,0.0
8928,User8928,39,Non-Binary,Tablet,Top,Social Media,Afternoon,0.0
1975,User1975,30,Female,Mobile,Top,Social Media,Morning,1.0
5193,User5193,50,Female,Desktop,Side,Education,Afternoon,1.0
9951,User9951,34,Female,Desktop,Top,News,Morning,0.0
2606,User2606,57,Male,Tablet,Top,Entertainment,Morning,0.0
9220,User9220,21,Female,Mobile,Side,Education,Night,1.0
3746,User3746,50,Male,Tablet,Top,Entertainment,Morning,1.0
6487,User6487,19,Male,Tablet,Side,Entertainment,Morning,1.0
1474,User1474,31,Male,Desktop,Side,Entertainment,Morning,1.0
8997,User8997,36,Non-Binary,Tablet,Top,Shopping,Evening,0.0
2129,User2129,29,Non-Binary,Tablet,Side,Social Media,Evening,1.0
4034,User4034,43,Female,Tablet,Bottom,Shopping,Night,1.0
9676,User9676,21,Non-Binary,Mobile,Top,Education,Morning,1.0
2077,User2077,57,Male,Mobile,Top,Entertainment,Night,0.0
3109,User3109,52,Male,Tablet,Side,Entertainment,Evening,1.0
7245,User7245,50,Non-Binary,Mobile,Side,Shopping,Morning,0.0
2691,User2691,50,Non-Binary,Desktop,Bottom,News,Afternoon,1.0
5968,User5968,53,Female,Tablet,Side,Entertainment,Evening,1.0
