id,age,gender,device_type,ad_position,browsing_history,time_of_day
1077,26,2.0,0.0,2.0,2.0,0.0
7336,50,1.0,0.0,2.0,0.0,3.0
4057,46,1.0,0.0,1.0,3.0,1.0
6387,43,1.0,0.0,1.0,1.0,1.0
6886,43,1.0,1.0,0.0,0.0,1.0
2428,33,1.0,2.0,1.0,3.0,2.0
2319,33,1.0,0.0,0.0,2.0,0.0
6258,53,2.0,2.0,2.0,2.0,3.0
255,31,0.0,0.0,0.0,1.0,3.0
3543,55,2.0,2.0,2.0,2.0,3.0
9950,48,1.0,0.0,1.0,0.0,2.0
9149,24,2.0,1.0,0.0,1.0,3.0
6188,41,0.0,0.0,0.0,1.0,2.0
1805,34,1.0,1.0,2.0,3.0,0.0
1910,63,1.0,0.0,1.0,2.0,3.0
5194,53,1.0,1.0,2.0,2.0,0.0
7065,57,0.0,0.0,1.0,1.0,2.0
5324,43,0.0,1.0,2.0,4.0,3.0
8226,36,1.0,2.0,2.0,0.0,2.0
3483,20,1.0,1.0,1.0,2.0,2.0
6708,42,0.0,0.0,2.0,2.0,3.0
7245,50,2.0,1.0,1.0,3.0,2.0
2988,45,0.0,1.0,1.0,1.0,2.0
394,35,1.0,1.0,1.0,1.0,0.0
2448,31,0.0,2.0,0.0,2.0,0.0
8208,35,0.0,2.0,1.0,0.0,2.0
4976,34,0.0,1.0,0.0,1.0,0.0
3393,50,1.0,2.0,2.0,1.0,2.0
9689,41,1.0,0.0,1.0,1.0,0.0
487,39,1.0,1.0,1.0,3.0,0.0
9676,21,2.0,1.0,2.0,0.0,2.0
6700,32,0.0,1.0,1.0,1.0,3.0
5980,40,0.0,0.0,1.0,4.0,2.0
5194,53,1.0,1.0,2.0,2.0,0.0
8459,44,2.0,2.0,0.0,2.0,2.0
6980,62,0.0,0.0,0.0,4.0,3.0
783,56,0.0,0.0,0.0,3.0,3.0
6906,30,2.0,1.0,2.0,2.0,2.0
3746,35,1.0,0.0,1.0,1.0,2.0
2431,54,0.0,0.0,2.0,1.0,3.0
960,46,1.0,0.0,1.0,1.0,3.0
6883,32,1.0,0.0,1.0,2.0,0.0
8400,33,1.0,1.0,0.0,1.0,0.0
5576,39,2.0,2.0,2.0,3.0,3.0
9698,52,2.0,1.0,2.0,0.0,2.0
3144,24,1.0,0.0,1.0,3.0,2.0
1446,41,0.0,0.0,0.0,2.0,3.0
966,24,1.0,0.0,0.0,3.0,3.0
6599,42,0.0,2.0,0.0,3.0,3.0
9400,41,2.0,1.0,1.0,0.0,3.0
1935,30,0.0,0.0,0.0,1.0,0.0
58,36,0.0,1.0,2.0,3.0,2.0
6862,43,1.0,2.0,1.0,1.0,3.0
5227,24,0.0,1.0,2.0,1.0,3.0
6056,40,2.0,1.0,2.0,2.0,3.0
9418,20,1.0,2.0,1.0,2.0,3.0
9521,44,1.0,0.0,2.0,4.0,1.0
4560,26,1.0,0.0,1.0,3.0,3.0
9842,43,2.0,1.0,2.0,0.0,0.0
1911,23,2.0,2.0,1.0,1.0,2.0
749,30,2.0,1.0,2.0,2.0,3.0
6861,46,2.0,2.0,0.0,1.0,2.0
3960,49,0.0,1.0,2.0,3.0,3.0
3164,24,0.0,0.0,0.0,3.0,1.0
8530,52,0.0,1.0,2.0,4.0,0.0
5,53,1.0,1.0,0.0,4.0,0.0
6021,44,2.0,2.0,0.0,1.0,0.0
813,39,1.0,0.0,0.0,0.0,2.0
1216,55,2.0,1.0,0.0,1.0,0.0
936,42,2.0,0.0,0.0,2.0,0.0
3333,30,1.0,2.0,2.0,0.0,1.0
4272,42,0.0,0.0,2.0,1.0,0.0
5664,32,1.0,1.0,2.0,1.0,1.0
7266,42,2.0,2.0,0.0,2.0,0.0
8820,40,2.0,0.0,2.0,3.0,0.0
9842,43,2.0,1.0,2.0,4.0,0.0
6318,38,1.0,2.0,0.0,4.0,2.0
7889,39,1.0,2.0,1.0,0.0,1.0
4890,43,1.0,2.0,0.0,0.0,0.0
2727,34,0.0,1.0,0.0,3.0,0.0
9400,41,2.0,1.0,1.0,0.0,3.0
7065,57,0.0,0.0,1.0,0.0,2.0
453,22,0.0,2.0,2.0,1.0,0.0
4762,24,1.0,1.0,1.0,3.0,2.0
255,31,1.0,0.0,0.0,1.0,3.0
7099,22,0.0,1.0,2.0,0.0,1.0
7028,31,1.0,1.0,1.0,1.0,2.0
8638,38,2.0,0.0,2.0,3.0,2.0
6861,43,2.0,2.0,1.0,3.0,0.0
9337,52,2.0,2.0,2.0,0.0,1.0
1446,41,1.0,0.0,0.0,1.0,1.0
3740,52,2.0,2.0,1.0,0.0,0.0
7808,42,2.0,0.0,2.0,3.0,3.0
573,43,0.0,0.0,1.0,2.0,1.0
1136,58,0.0,1.0,1.0,1.0,2.0
2137,29,1.0,2.0,1.0,2.0,3.0
1805,33,1.0,1.0,2.0,0.0,0.0
7773,51,0.0,1.0,0.0,2.0,1.0
2289,29,0.0,0.0,0.0,1.0,1.0
5367,53,1.0,0.0,2.0,1.0,1.0
8190,26,1.0,1.0,1.0,3.0,0.0
5361,49,2.0,1.0,2.0,4.0,3.0
7268,28,0.0,0.0,0.0,2.0,1.0
1709,48,1.0,1.0,0.0,0.0,0.0
2032,36,0.0,0.0,0.0,0.0,2.0
4193,23,1.0,1.0,0.0,2.0,3.0
7138,26,1.0,2.0,0.0,0.0,3.0
1804,40,2.0,2.0,2.0,2.0,1.0
176,46,0.0,1.0,1.0,2.0,2.0
619,47,0.0,1.0,2.0,0.0,3.0
6129,36,1.0,2.0,0.0,3.0,1.0
660,46,2.0,2.0,0.0,1.0,0.0
7313,41,2.0,1.0,1.0,0.0,3.0
4548,36,1.0,0.0,1.0,2.0,1.0
6765,46,0.0,2.0,1.0,1.0,2.0
9234,20,1.0,0.0,0.0,3.0,2.0
8906,47,1.0,0.0,2.0,3.0,3.0
4524,23,1.0,2.0,2.0,1.0,3.0
7,31,0.0,2.0,0.0,2.0,1.0
4889,45,0.0,1.0,0.0,4.0,3.0
4853,43,2.0,2.0,0.0,3.0,0.0
1729,26,0.0,1.0,2.0,0.0,0.0
749,35,2.0,1.0,0.0,0.0,3.0
1908,26,1.0,1.0,0.0,0.0,1.0
998,35,2.0,2.0,2.0,4.0,1.0
8336,51,2.0,1.0,1.0,2.0,3.0
8561,52,1.0,1.0,0.0,4.0,1.0
2387,43,2.0,1.0,2.0,4.0,3.0
5276,45,2.0,2.0,1.0,0.0,1.0
7,34,0.0,2.0,2.0,3.0,2.0
9551,34,0.0,1.0,1.0,2.0,1.0
6127,34,2.0,0.0,1.0,2.0,0.0
3670,47,0.0,0.0,1.0,1.0,2.0
6129,36,1.0,2.0,0.0,3.0,1.0
7935,56,0.0,2.0,0.0,2.0,2.0
2082,29,1.0,1.0,1.0,4.0,3.0
7065,57,2.0,0.0,1.0,3.0,2.0
1334,21,0.0,1.0,2.0,2.0,1.0
3430,61,1.0,0.0,1.0,4.0,2.0
8753,38,2.0,2.0,0.0,1.0,2.0
6438,53,0.0,2.0,2.0,3.0,3.0
3325,25,1.0,1.0,0.0,0.0,2.0
6576,62,0.0,0.0,0.0,1.0,2.0
5907,61,2.0,1.0,2.0,2.0,0.0
5458,41,2.0,0.0,0.0,2.0,1.0
2052,43,1.0,2.0,1.0,4.0,1.0
2431,54,1.0,0.0,2.0,0.0,3.0
773,48,0.0,1.0,2.0,1.0,1.0
8800,41,0.0,1.0,0.0,4.0,1.0
4985,37,1.0,1.0,2.0,2.0,1.0
5329,54,2.0,2.0,1.0,0.0,1.0
188,56,0.0,2.0,0.0,2.0,2.0
1555,41,1.0,0.0,2.0,1.0,3.0
1526,50,2.0,1.0,2.0,1.0,0.0
8515,46,2.0,1.0,0.0,1.0,0.0
1420,62,2.0,0.0,0.0,2.0,2.0
4734,63,0.0,1.0,0.0,4.0,3.0
1225,27,0.0,2.0,1.0,1.0,1.0
173,29,1.0,1.0,1.0,1.0,2.0
6287,40,0.0,2.0,0.0,2.0,2.0
2272,52,1.0,2.0,2.0,0.0,2.0
8372,52,1.0,0.0,2.0,1.0,0.0
4015,44,1.0,2.0,1.0,1.0,1.0
4063,40,2.0,2.0,0.0,3.0,2.0
6059,43,1.0,1.0,2.0,1.0,3.0
6401,45,0.0,1.0,1.0,4.0,2.0
2391,22,0.0,0.0,1.0,0.0,2.0
5909,45,1.0,2.0,2.0,4.0,0.0
8400,41,1.0,2.0,0.0,1.0,0.0
928,49,1.0,2.0,2.0,4.0,3.0
5748,51,2.0,0.0,1.0,1.0,2.0
5629,37,1.0,0.0,2.0,2.0,3.0
5623,53,0.0,0.0,1.0,1.0,2.0
2032,36,2.0,0.0,0.0,3.0,2.0
6060,34,0.0,0.0,2.0,2.0,2.0
664,51,0.0,0.0,0.0,0.0,1.0
3906,48,2.0,2.0,0.0,2.0,2.0
5737,29,1.0,0.0,2.0,3.0,3.0
4945,31,0.0,2.0,2.0,4.0,2.0
4631,39,1.0,1.0,1.0,1.0,3.0
9064,20,0.0,1.0,2.0,1.0,0.0
9358,47,0.0,1.0,0.0,3.0,1.0
5569,35,0.0,1.0,0.0,1.0,0.0
2876,23,2.0,2.0,2.0,0.0,2.0
6248,48,0.0,1.0,2.0,4.0,1.0
5766,63,1.0,0.0,1.0,4.0,1.0
6852,44,0.0,0.0,2.0,4.0,3.0
1975,30,1.0,1.0,2.0,4.0,2.0
2640,39,0.0,2.0,1.0,0.0,1.0
8570,48,2.0,0.0,0.0,0.0,2.0
3042,64,1.0,1.0,1.0,4.0,0.0
5412,35,2.0,1.0,2.0,3.0,1.0
7924,36,0.0,0.0,0.0,3.0,2.0
1975,30,0.0,1.0,2.0,4.0,2.0
9855,43,1.0,0.0,0.0,2.0,2.0
5780,25,0.0,1.0,2.0,0.0,0.0
2309,22,2.0,2.0,0.0,1.0,3.0
2311,35,0.0,1.0,0.0,1.0,0.0
8948,25,0.0,1.0,0.0,0.0,1.0
6602,58,0.0,0.0,1.0,3.0,3.0
1706,46,1.0,2.0,0.0,4.0,1.0
9888,49,1.0,1.0,2.0,2.0,2.0
9989,30,0.0,2.0,1.0,2.0,1.0
9136,28,2.0,0.0,1.0,3.0,0.0
1505,18,1.0,0.0,2.0,3.0,3.0
4945,31,1.0,2.0,2.0,4.0,2.0
3336,26,2.0,0.0,0.0,1.0,0.0
6116,31,1.0,1.0,1.0,0.0,1.0
8147,32,0.0,0.0,2.0,2.0,3.0
3929,55,0.0,2.0,1.0,0.0,0.0
8081,38,2.0,2.0,0.0,1.0,3.0
2542,47,2.0,1.0,1.0,2.0,2.0
8127,42,1.0,2.0,0.0,4.0,3.0
5779,55,0.0,2.0,0.0,2.0,3.0
2387,43,0.0,1.0,2.0,4.0,3.0
6487,19,1.0,2.0,1.0,2.0,2.0
3144,24,0.0,0.0,1.0,3.0,2.0
400,52,2.0,2.0,1.0,4.0,1.0
8277,44,0.0,0.0,2.0,4.0,3.0
1635,54,0.0,2.0,2.0,2.0,1.0
6287,40,2.0,2.0,0.0,3.0,2.0
7873,40,1.0,2.0,2.0,2.0,1.0
8531,54,0.0,2.0,0.0,0.0,2.0
846,34,0.0,0.0,2.0,2.0,2.0
2733,38,2.0,2.0,0.0,4.0,2.0
8684,43,2.0,2.0,2.0,3.0,0.0
1360,56,2.0,0.0,0.0,0.0,1.0
503,43,0.0,0.0,2.0,3.0,2.0
4539,54,0.0,1.0,0.0,3.0,3.0
3299,44,2.0,2.0,1.0,2.0,1.0
8230,19,1.0,1.0,0.0,0.0,2.0
4230,35,0.0,2.0,2.0,0.0,1.0
7446,35,1.0,0.0,2.0,1.0,1.0
1214,26,0.0,1.0,0.0,1.0,1.0
119,59,0.0,2.0,2.0,3.0,3.0
6724,37,1.0,0.0,2.0,1.0,2.0
9090,41,1.0,0.0,1.0,1.0,2.0
1141,30,1.0,0.0,1.0,2.0,0.0
3042,64,2.0,1.0,1.0,4.0,0.0
9361,48,2.0,2.0,0.0,1.0,1.0
2804,42,1.0,0.0,0.0,0.0,2.0
6891,48,2.0,1.0,2.0,2.0,2.0
6573,33,2.0,0.0,0.0,1.0,1.0
8400,41,2.0,2.0,0.0,1.0,0.0
5897,43,0.0,2.0,1.0,1.0,1.0
7526,47,2.0,2.0,1.0,2.0,1.0
8004,45,0.0,0.0,1.0,4.0,2.0
342,28,2.0,1.0,1.0,4.0,1.0
9422,21,0.0,1.0,1.0,1.0,3.0
6545,48,0.0,1.0,0.0,4.0,1.0
9892,51,1.0,2.0,1.0,1.0,1.0
6343,39,1.0,2.0,1.0,0.0,1.0
3983,49,1.0,1.0,0.0,1.0,1.0
5732,46,2.0,2.0,0.0,3.0,2.0
7973,28,0.0,1.0,0.0,3.0,2.0
606,28,2.0,0.0,1.0,3.0,0.0
1721,34,2.0,1.0,0.0,4.0,0.0
3854,56,1.0,2.0,0.0,4.0,0.0
1136,58,2.0,1.0,1.0,4.0,2.0
7152,32,2.0,2.0,1.0,0.0,2.0
4845,57,0.0,0.0,0.0,4.0,0.0
9497,52,2.0,1.0,1.0,2.0,2.0
284,43,2.0,2.0,1.0,3.0,0.0
8851,62,0.0,2.0,0.0,1.0,0.0
4910,40,0.0,0.0,2.0,3.0,1.0
246,46,2.0,2.0,2.0,1.0,1.0
250,46,2.0,1.0,0.0,2.0,0.0
6573,55,2.0,0.0,1.0,1.0,1.0
5414,30,0.0,0.0,0.0,2.0,1.0
1286,61,0.0,2.0,2.0,2.0,1.0
9098,46,1.0,1.0,0.0,4.0,3.0
5439,38,2.0,2.0,1.0,4.0,0.0
6258,39,1.0,2.0,2.0,3.0,3.0
7003,35,0.0,0.0,2.0,0.0,2.0
5395,52,0.0,0.0,0.0,0.0,0.0
3834,61,1.0,0.0,0.0,1.0,3.0
6863,51,0.0,0.0,1.0,1.0,2.0
6287,40,0.0,2.0,0.0,3.0,2.0
9234,20,1.0,0.0,0.0,3.0,2.0
4333,40,2.0,0.0,2.0,1.0,2.0
9936,37,2.0,1.0,1.0,1.0,0.0
1650,29,2.0,0.0,0.0,1.0,2.0
7526,43,1.0,2.0,1.0,0.0,1.0
8114,37,0.0,2.0,1.0,0.0,0.0
7923,42,2.0,0.0,0.0,0.0,2.0
443,46,1.0,0.0,0.0,0.0,0.0
1910,63,1.0,0.0,1.0,4.0,1.0
6620,52,0.0,2.0,2.0,1.0,2.0
3429,59,2.0,2.0,1.0,4.0,1.0
9894,28,0.0,1.0,2.0,1.0,0.0
5768,46,1.0,2.0,1.0,2.0,2.0
4889,45,0.0,2.0,0.0,2.0,1.0
345,23,2.0,1.0,0.0,0.0,1.0
9966,28,1.0,1.0,2.0,0.0,0.0
3223,53,0.0,1.0,1.0,0.0,1.0
5074,36,2.0,1.0,1.0,3.0,2.0
5030,54,2.0,2.0,2.0,1.0,2.0
315,38,2.0,0.0,1.0,4.0,1.0
3323,46,0.0,2.0,1.0,3.0,0.0
7268,28,0.0,0.0,0.0,3.0,1.0
3297,31,2.0,2.0,0.0,0.0,3.0
8241,44,1.0,2.0,1.0,1.0,1.0
9789,36,1.0,2.0,1.0,0.0,2.0
1785,40,0.0,1.0,0.0,4.0,0.0
4029,21,1.0,0.0,1.0,2.0,0.0
393,40,0.0,0.0,0.0,3.0,2.0
8906,47,1.0,0.0,2.0,3.0,3.0
2959,52,1.0,2.0,0.0,4.0,0.0
2727,44,2.0,2.0,0.0,4.0,2.0
7151,45,2.0,2.0,1.0,2.0,2.0
58,21,0.0,1.0,2.0,3.0,0.0
7676,36,2.0,0.0,0.0,4.0,2.0
5574,52,0.0,0.0,0.0,3.0,0.0
2633,35,2.0,0.0,2.0,3.0,3.0
5756,51,2.0,2.0,2.0,3.0,0.0
2125,49,0.0,2.0,2.0,4.0,2.0
2044,31,0.0,1.0,2.0,2.0,1.0
3352,58,0.0,0.0,2.0,0.0,3.0
1399,52,0.0,1.0,0.0,0.0,3.0
2336,32,1.0,2.0,1.0,3.0,2.0
2337,40,1.0,0.0,2.0,1.0,1.0
1524,24,1.0,1.0,0.0,4.0,3.0
4273,48,2.0,2.0,0.0,1.0,1.0
7971,35,2.0,2.0,2.0,1.0,1.0
6832,38,2.0,2.0,0.0,4.0,2.0
7750,46,2.0,1.0,1.0,1.0,2.0
9599,34,1.0,0.0,1.0,1.0,1.0
5198,47,2.0,0.0,0.0,0.0,3.0
7507,35,0.0,1.0,2.0,0.0,0.0
3601,47,2.0,1.0,0.0,1.0,0.0
8817,53,1.0,2.0,0.0,0.0,3.0
998,35,0.0,2.0,2.0,1.0,1.0
7151,46,2.0,2.0,1.0,2.0,2.0
9660,48,1.0,2.0,2.0,4.0,3.0
6061,30,1.0,2.0,1.0,0.0,2.0
2563,33,1.0,2.0,0.0,3.0,0.0
1805,34,1.0,1.0,2.0,0.0,0.0
3508,37,1.0,2.0,0.0,1.0,3.0
5953,27,0.0,0.0,2.0,1.0,3.0
8966,33,2.0,1.0,0.0,2.0,3.0
2595,62,0.0,0.0,0.0,3.0,2.0
1507,36,0.0,0.0,0.0,1.0,3.0
670,22,0.0,0.0,2.0,3.0,0.0
6862,29,1.0,2.0,1.0,0.0,0.0
1945,20,1.0,2.0,1.0,1.0,3.0
5116,38,2.0,1.0,1.0,4.0,1.0
6620,52,0.0,2.0,2.0,0.0,2.0
4462,42,1.0,2.0,0.0,0.0,0.0
9743,33,2.0,0.0,1.0,4.0,3.0
8947,22,1.0,0.0,0.0,1.0,3.0
1635,54,2.0,2.0,2.0,2.0,1.0
3429,59,0.0,2.0,1.0,4.0,2.0
3060,29,1.0,2.0,0.0,2.0,2.0
8190,29,1.0,1.0,1.0,3.0,0.0
8726,62,0.0,0.0,1.0,0.0,2.0
3685,46,2.0,1.0,1.0,1.0,2.0
3771,28,1.0,2.0,2.0,4.0,1.0
8171,47,2.0,1.0,1.0,0.0,0.0
8672,48,1.0,1.0,1.0,3.0,2.0
6195,25,0.0,2.0,2.0,3.0,2.0
7878,60,0.0,2.0,1.0,1.0,0.0
1515,44,1.0,0.0,0.0,1.0,2.0
3741,48,0.0,1.0,0.0,4.0,1.0
998,35,1.0,2.0,2.0,3.0,1.0
9992,36,1.0,0.0,1.0,3.0,1.0
9457,31,0.0,2.0,1.0,0.0,1.0
6788,18,0.0,1.0,0.0,4.0,3.0
5100,42,1.0,1.0,1.0,4.0,2.0
7652,40,1.0,1.0,0.0,0.0,2.0
2594,29,1.0,1.0,1.0,3.0,1.0
3801,26,2.0,0.0,1.0,1.0,1.0
1240,52,2.0,0.0,2.0,1.0,3.0
911,32,2.0,0.0,2.0,2.0,3.0
3117,42,2.0,2.0,0.0,1.0,0.0
7962,54,2.0,2.0,2.0,0.0,0.0
9550,36,2.0,0.0,2.0,2.0,0.0
315,41,2.0,0.0,1.0,4.0,1.0
3953,25,0.0,2.0,2.0,0.0,0.0
6916,33,0.0,2.0,1.0,4.0,0.0
9266,34,2.0,1.0,2.0,0.0,0.0
6075,32,2.0,0.0,1.0,4.0,3.0
6438,53,2.0,2.0,2.0,3.0,3.0
5878,32,0.0,2.0,1.0,4.0,0.0
5787,40,1.0,0.0,0.0,2.0,0.0
9238,37,2.0,2.0,2.0,3.0,1.0
9412,33,1.0,1.0,0.0,0.0,2.0
9197,63,2.0,0.0,1.0,0.0,3.0
9990,25,1.0,0.0,1.0,0.0,3.0
1910,63,1.0,0.0,1.0,3.0,3.0
2044,31,0.0,1.0,2.0,2.0,1.0
1072,35,2.0,0.0,2.0,3.0,0.0
5529,21,2.0,0.0,1.0,3.0,1.0
4059,27,2.0,0.0,0.0,3.0,2.0
5921,34,2.0,0.0,1.0,0.0,2.0
8278,36,2.0,1.0,2.0,1.0,0.0
1549,56,2.0,0.0,2.0,3.0,0.0
1704,61,0.0,2.0,0.0,3.0,1.0
8581,49,1.0,1.0,0.0,4.0,2.0
8510,32,0.0,1.0,2.0,0.0,3.0
4168,50,2.0,2.0,0.0,0.0,2.0
4848,23,0.0,0.0,0.0,3.0,3.0
9290,44,0.0,0.0,0.0,1.0,0.0
1136,58,1.0,1.0,1.0,1.0,2.0
6553,36,1.0,0.0,0.0,0.0,2.0
6143,29,2.0,1.0,0.0,3.0,0.0
6287,40,0.0,2.0,0.0,0.0,2.0
3965,34,0.0,1.0,1.0,0.0,1.0
998,35,0.0,2.0,2.0,1.0,1.0
4756,59,2.0,1.0,0.0,0.0,1.0
6467,30,1.0,0.0,1.0,2.0,2.0
3109,52,0.0,2.0,1.0,1.0,1.0
9231,21,2.0,0.0,2.0,3.0,1.0
1207,42,2.0,1.0,0.0,0.0,1.0
5780,34,0.0,1.0,0.0,1.0,0.0
676,38,2.0,0.0,2.0,0.0,2.0
9570,39,0.0,1.0,1.0,2.0,1.0
5005,49,1.0,0.0,2.0,3.0,2.0
6811,25,1.0,1.0,0.0,0.0,1.0
606,48,0.0,0.0,0.0,1.0,1.0
9689,38,1.0,0.0,2.0,1.0,0.0
1171,52,0.0,1.0,0.0,4.0,3.0
6906,36,2.0,1.0,2.0,3.0,2.0
5818,43,0.0,2.0,2.0,4.0,3.0
195,33,1.0,0.0,0.0,1.0,2.0
3604,49,1.0,2.0,0.0,2.0,2.0
8849,33,2.0,0.0,0.0,2.0,0.0
1445,44,0.0,1.0,2.0,1.0,2.0
9397,19,0.0,2.0,2.0,1.0,1.0
4853,43,2.0,2.0,0.0,3.0,0.0
7156,34,1.0,0.0,2.0,1.0,0.0
1200,50,0.0,1.0,2.0,3.0,0.0
2242,33,1.0,0.0,0.0,1.0,2.0
1908,26,0.0,1.0,0.0,0.0,1.0
4981,32,1.0,2.0,0.0,3.0,1.0
4740,47,2.0,2.0,0.0,1.0,0.0
4976,34,0.0,1.0,0.0,1.0,0.0
9422,21,1.0,1.0,2.0,1.0,2.0
4429,34,1.0,1.0,2.0,1.0,2.0
775,28,0.0,1.0,0.0,0.0,1.0
7151,45,2.0,2.0,1.0,2.0,2.0
3322,37,2.0,1.0,1.0,2.0,0.0
8252,39,1.0,2.0,1.0,3.0,3.0
4392,42,1.0,2.0,2.0,2.0,0.0
2872,42,0.0,1.0,2.0,2.0,3.0
5881,26,2.0,2.0,2.0,0.0,2.0
6479,32,0.0,2.0,1.0,4.0,0.0
518,29,1.0,2.0,0.0,3.0,2.0
3333,54,1.0,0.0,2.0,0.0,1.0
2155,48,0.0,0.0,1.0,0.0,0.0
9499,31,0.0,1.0,0.0,1.0,2.0
973,34,1.0,1.0,0.0,3.0,0.0
4578,53,0.0,2.0,2.0,3.0,3.0
6854,32,1.0,1.0,0.0,4.0,3.0
9234,20,1.0,0.0,0.0,4.0,2.0
1635,37,0.0,2.0,2.0,2.0,1.0
1975,30,0.0,1.0,2.0,4.0,2.0
1399,52,0.0,1.0,0.0,0.0,3.0
156,36,2.0,0.0,0.0,3.0,2.0
2017,36,1.0,2.0,0.0,3.0,1.0
2946,37,0.0,0.0,0.0,3.0,0.0
2428,33,0.0,2.0,1.0,4.0,2.0
1446,36,2.0,0.0,0.0,2.0,3.0
8081,38,0.0,2.0,0.0,1.0,3.0
7138,26,1.0,2.0,2.0,4.0,3.0
3297,24,0.0,2.0,2.0,3.0,3.0
404,59,1.0,0.0,1.0,3.0,0.0
8067,30,0.0,2.0,1.0,3.0,2.0
24,32,0.0,0.0,1.0,0.0,2.0
7993,34,2.0,1.0,0.0,2.0,2.0
1681,34,1.0,2.0,1.0,3.0,3.0
1091,48,0.0,0.0,0.0,0.0,2.0
3037,36,1.0,1.0,1.0,3.0,2.0
4957,58,1.0,0.0,0.0,4.0,1.0
1467,61,2.0,2.0,2.0,0.0,3.0
5308,32,2.0,0.0,1.0,4.0,3.0
9736,46,0.0,0.0,0.0,1.0,1.0
6405,49,1.0,2.0,2.0,0.0,2.0
2918,33,2.0,1.0,2.0,3.0,0.0
7622,57,2.0,1.0,0.0,2.0,0.0
5878,34,2.0,2.0,0.0,0.0,0.0
9231,21,0.0,0.0,2.0,3.0,1.0
3927,32,1.0,1.0,0.0,2.0,3.0
2394,44,2.0,2.0,0.0,4.0,0.0
1684,57,1.0,1.0,1.0,3.0,0.0
6504,44,1.0,2.0,1.0,1.0,2.0
9008,46,2.0,2.0,2.0,1.0,1.0
6576,62,0.0,0.0,0.0,1.0,2.0
3014,36,2.0,1.0,2.0,4.0,0.0
5525,39,0.0,2.0,0.0,3.0,2.0
9753,46,1.0,2.0,2.0,1.0,3.0
4185,42,2.0,2.0,1.0,2.0,0.0
5308,32,2.0,0.0,0.0,4.0,3.0
8832,49,0.0,2.0,1.0,0.0,3.0
6627,31,2.0,0.0,0.0,1.0,0.0
4800,39,2.0,0.0,1.0,3.0,2.0
1914,42,1.0,2.0,0.0,3.0,3.0
1706,39,0.0,0.0,0.0,1.0,3.0
1020,35,1.0,2.0,1.0,0.0,2.0
6959,39,1.0,0.0,2.0,3.0,1.0
6299,38,2.0,2.0,2.0,4.0,0.0
8606,28,1.0,1.0,1.0,2.0,3.0
9433,43,0.0,0.0,1.0,3.0,3.0
9855,43,1.0,0.0,0.0,2.0,2.0
3902,31,1.0,1.0,1.0,0.0,2.0
2964,40,2.0,1.0,1.0,1.0,3.0
537,63,2.0,2.0,2.0,0.0,1.0
119,59,2.0,2.0,2.0,4.0,3.0
8278,31,2.0,1.0,2.0,1.0,2.0
3243,49,0.0,1.0,0.0,2.0,0.0
7450,43,1.0,0.0,1.0,2.0,3.0
3109,43,1.0,2.0,1.0,1.0,1.0
8278,31,2.0,1.0,2.0,3.0,2.0
2373,31,1.0,0.0,0.0,4.0,3.0
7770,51,0.0,0.0,0.0,0.0,1.0
2642,46,0.0,0.0,1.0,0.0,0.0
6296,29,0.0,0.0,0.0,0.0,1.0
3439,32,1.0,1.0,0.0,2.0,3.0
3044,34,1.0,0.0,2.0,2.0,3.0
3014,28,0.0,1.0,2.0,3.0,0.0
9990,32,2.0,0.0,1.0,0.0,3.0
6811,24,1.0,1.0,0.0,0.0,1.0
6340,41,1.0,2.0,1.0,1.0,1.0
9326,54,1.0,0.0,0.0,4.0,1.0
1190,48,0.0,2.0,0.0,0.0,0.0
6438,53,2.0,2.0,2.0,3.0,3.0
5324,43,2.0,1.0,2.0,4.0,3.0
5501,28,2.0,1.0,0.0,4.0,1.0
8214,25,0.0,2.0,2.0,3.0,0.0
7106,32,0.0,1.0,2.0,0.0,3.0
4348,62,0.0,0.0,2.0,3.0,0.0
5531,34,1.0,0.0,2.0,2.0,3.0
7670,54,0.0,2.0,2.0,0.0,3.0
8949,26,1.0,1.0,1.0,0.0,0.0
226,40,2.0,0.0,2.0,3.0,2.0
9064,41,0.0,1.0,2.0,1.0,3.0
1012,56,2.0,1.0,1.0,4.0,3.0
4548,35,2.0,0.0,0.0,1.0,1.0
8155,40,0.0,1.0,2.0,3.0,1.0
8115,20,0.0,1.0,2.0,4.0,0.0
8789,41,0.0,0.0,2.0,4.0,1.0
1524,24,1.0,1.0,0.0,4.0,3.0
1988,44,2.0,2.0,1.0,3.0,1.0
9855,43,2.0,0.0,0.0,3.0,2.0
4509,29,2.0,0.0,0.0,0.0,0.0
9090,41,2.0,0.0,1.0,0.0,2.0
2309,24,1.0,2.0,0.0,1.0,3.0
9660,48,1.0,0.0,2.0,4.0,3.0
6462,36,2.0,2.0,1.0,0.0,1.0
8818,47,2.0,1.0,0.0,1.0,1.0
3948,21,0.0,1.0,0.0,1.0,1.0
1705,34,2.0,1.0,0.0,1.0,3.0
5213,46,0.0,2.0,1.0,4.0,0.0
9642,35,2.0,2.0,0.0,3.0,1.0
1365,38,0.0,2.0,2.0,3.0,0.0
7796,29,2.0,0.0,1.0,2.0,3.0
1536,19,2.0,2.0,0.0,1.0,3.0
5389,37,2.0,0.0,2.0,0.0,1.0
9137,35,0.0,0.0,1.0,4.0,3.0
5756,51,0.0,2.0,2.0,1.0,0.0
36,40,0.0,0.0,2.0,2.0,2.0
1638,53,2.0,2.0,0.0,0.0,1.0
