id,full_name,age,click,gender,device_type,ad_position,browsing_history,time_of_day
3117,User3117,21,1.0,Female,Tablet,Bottom,Shopping,Afternoon
7757,User7757,61,0.0,Non-Binary,Tablet,Side,Shopping,Night
6708,User6708,42,1.0,Male,Desktop,Top,Entertainment,Night
7858,User7858,61,0.0,Non-Binary,Tablet,Top,News,Night
6296,User6296,29,1.0,Female,Desktop,Bottom,Education,Evening
5699,User5699,19,1.0,Female,Tablet,Top,Education,Morning
3740,User3740,31,1.0,Non-Binary,Tablet,Bottom,Social Media,Evening
6928,User6928,41,0.0,Non-Binary,Tablet,Side,News,Morning
2059,User2059,58,0.0,Male,Desktop,Side,Social Media,Afternoon
2721,User2721,45,0.0,Male,Mobile,Side,Social Media,Afternoon
1454,User1454,49,1.0,Female,Tablet,Top,News,Morning
6762,User6762,28,0.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon
9516,User9516,38,1.0,Female,Desktop,Side,Education,Morning
5110,User5110,44,1.0,Female,Tablet,Top,Shopping,Morning
5030,User5030,54,1.0,Non-Binary,Tablet,Top,Social Media,Night
5389,User5389,37,0.0,Non-Binary,Desktop,Top,Education,Evening
8956,User8956,30,1.0,Male,Tablet,Top,News,Morning
5939,User5939,18,0.0,Female,Desktop,Side,Shopping,Afternoon
5751,User5751,41,0.0,Female,Desktop,Side,Social Media,Morning
1549,User1549,56,1.0,Female,Desktop,Top,News,Afternoon
5194,User5194,53,1.0,Male,Mobile,Top,News,Afternoon
6258,User6258,39,1.0,Male,Tablet,Top,Shopping,Night
3375,User3375,59,1.0,Non-Binary,Mobile,Bottom,Education,Evening
1988,User1988,44,0.0,Non-Binary,Tablet,Side,Shopping,Evening
5881,User5881,26,1.0,Non-Binary,Tablet,Top,Shopping,Morning
24,User24,32,1.0,Non-Binary,Tablet,Side,News,Afternoon
141,User141,58,0.0,Male,Tablet,Side,Education,Night
9934,User9934,29,0.0,Female,Tablet,Top,Entertainment,Evening
3562,User3562,33,0.0,Male,Mobile,Bottom,Entertainment,Night
1710,User1710,45,1.0,Male,Tablet,Side,Education,Evening
4621,User4621,20,1.0,Female,Desktop,Top,Social Media,Afternoon
5182,User5182,43,0.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
3771,User3771,28,0.0,Male,Tablet,Top,Social Media,Evening
3325,User3325,25,1.0,Male,Mobile,Bottom,Education,Morning
1905,User1905,62,1.0,Non-Binary,Mobile,Bottom,Education,Night
8832,User8832,30,1.0,Female,Desktop,Side,News,Night
5110,User5110,44,1.0,Female,Tablet,Top,Shopping,Morning
7874,User7874,33,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
7450,User7450,43,1.0,Male,Desktop,Side,News,Night
5269,User5269,36,0.0,Female,Tablet,Side,Social Media,Evening
1524,User1524,24,1.0,Male,Mobile,Bottom,News,Night
674,User674,52,1.0,Female,Tablet,Side,Entertainment,Evening
5566,User5566,32,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
2336,User2336,32,1.0,Non-Binary,Tablet,Side,Education,Morning
5629,User5629,41,1.0,Male,Desktop,Top,News,Night
1586,User1586,38,1.0,Non-Binary,Desktop,Top,Shopping,Night
427,User427,34,0.0,Non-Binary,Desktop,Side,Entertainment,Afternoon
5623,User5623,53,1.0,Male,Desktop,Side,Social Media,Morning
928,User928,49,1.0,Male,Tablet,Top,Social Media,Night
1931,User1931,52,1.0,Male,Mobile,Bottom,Shopping,Night
3171,User3171,42,0.0,Female,Tablet,Top,News,Evening
1334,User1334,21,0.0,Female,Mobile,Top,News,Evening
2272,User2272,52,1.0,Non-Binary,Tablet,Bottom,News,Morning
553,User553,60,0.0,Non-Binary,Tablet,Top,Education,Night
7152,User7152,32,1.0,Non-Binary,Tablet,Side,News,Morning
9766,User9766,31,1.0,Male,Desktop,Bottom,Shopping,Evening
3746,User3746,49,1.0,Male,Desktop,Top,Entertainment,Morning
1529,User1529,20,1.0,Female,Mobile,Top,Entertainment,Afternoon
2595,User2595,37,1.0,Female,Desktop,Bottom,Entertainment,Morning
5623,User5623,52,1.0,Female,Desktop,Side,Social Media,Morning
6202,User6202,34,1.0,Female,Tablet,Bottom,Entertainment,Night
674,User674,52,1.0,Non-Binary,Tablet,Side,Entertainment,Evening
2542,User2542,40,1.0,Non-Binary,Mobile,Side,Education,Evening
4677,User4677,41,0.0,Female,Mobile,Side,Education,Night
3236,User3236,56,1.0,Female,Mobile,Bottom,Education,Morning
3644,User3644,26,1.0,Female,Tablet,Side,Entertainment,Evening
5878,User5878,42,1.0,Male,Tablet,Bottom,Education,Afternoon
6165,User6165,31,0.0,Male,Mobile,Side,Entertainment,Afternoon
3246,User3246,35,1.0,Female,Mobile,Top,Education,Afternoon
8147,User8147,32,1.0,Female,Desktop,Top,Social Media,Night
9057,User9057,38,1.0,Female,Desktop,Side,Shopping,Afternoon
6679,User6679,26,1.0,Male,Tablet,Bottom,News,Night
5566,User5566,34,1.0,Female,Mobile,Bottom,Social Media,Morning
3336,User3336,26,1.0,Non-Binary,Desktop,Bottom,Education,Afternoon
2117,User2117,39,0.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
1995,User1995,53,0.0,Male,Desktop,Top,Education,Evening
1914,User1914,42,1.0,Male,Tablet,Bottom,Shopping,Night
6602,User6602,58,1.0,Female,Desktop,Top,News,Night
8684,User8684,51,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
8174,User8174,20,1.0,Female,Mobile,Bottom,Education,Afternoon
5439,User5439,38,1.0,Female,Tablet,Side,Social Media,Afternoon
1178,User1178,37,1.0,Male,Desktop,Top,Social Media,Evening
804,User804,24,0.0,Male,Mobile,Top,News,Afternoon
9157,User9157,53,1.0,Female,Mobile,Top,Entertainment,Afternoon
6278,User6278,29,0.0,Male,Desktop,Bottom,Education,Night
9253,User9253,33,0.0,Female,Mobile,Side,Shopping,Evening
1296,User1296,34,1.0,Non-Binary,Tablet,Top,News,Morning
9418,User9418,20,1.0,Non-Binary,Tablet,Side,News,Night
6708,User6708,40,1.0,Female,Desktop,Top,Shopping,Night
2272,User2272,37,1.0,Non-Binary,Desktop,Bottom,Education,Morning
3908,User3908,50,1.0,Female,Desktop,Bottom,Shopping,Evening
1077,User1077,42,1.0,Non-Binary,Desktop,Top,Education,Afternoon
1910,User1910,63,1.0,Male,Desktop,Side,Social Media,Night
6100,User6100,47,1.0,Non-Binary,Mobile,Bottom,Education,Night
6167,User6167,20,1.0,Male,Mobile,Side,Shopping,Night
9807,User9807,35,1.0,Non-Binary,Tablet,Bottom,Education,Night
2295,User2295,53,0.0,Non-Binary,Tablet,Bottom,Social Media,Afternoon
222,User222,55,0.0,Female,Tablet,Bottom,News,Afternoon
1935,User1935,30,1.0,Male,Desktop,Bottom,Entertainment,Afternoon
2223,User2223,27,0.0,Male,Desktop,Side,Shopping,Evening
7962,User7962,58,1.0,Male,Tablet,Top,Shopping,Afternoon
4230,User4230,35,1.0,Female,Tablet,Top,Education,Evening
2156,User2156,46,1.0,Female,Tablet,Side,Shopping,Afternoon
1369,User1369,45,1.0,Male,Desktop,Bottom,Social Media,Morning
7002,User7002,44,0.0,Non-Binary,Tablet,Side,News,Evening
8684,User8684,51,1.0,Female,Tablet,Top,Shopping,Afternoon
8101,User8101,59,1.0,Non-Binary,Desktop,Bottom,News,Afternoon
9408,User9408,36,0.0,Female,Desktop,Bottom,News,Night
2290,User2290,41,1.0,Male,Tablet,Top,Entertainment,Evening
2289,User2289,36,1.0,Female,Desktop,Bottom,Shopping,Morning
5295,User5295,56,0.0,Non-Binary,Desktop,Side,Shopping,Night
9499,User9499,26,1.0,Female,Mobile,Bottom,Social Media,Morning
387,User387,22,0.0,Male,Mobile,Side,Education,Afternoon
6202,User6202,37,1.0,Female,Tablet,Bottom,Shopping,Night
6112,User6112,34,0.0,Non-Binary,Desktop,Bottom,Education,Morning
1420,User1420,62,1.0,Non-Binary,Desktop,Bottom,News,Morning
8459,User8459,47,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
7674,User7674,43,1.0,Female,Tablet,Bottom,News,Afternoon
4266,User4266,52,1.0,Male,Desktop,Side,Entertainment,Morning
7652,User7652,40,1.0,Male,Mobile,Bottom,Education,Morning
2124,User2124,39,1.0,Non-Binary,Desktop,Top,Entertainment,Evening
3062,User3062,34,1.0,Male,Desktop,Bottom,Entertainment,Evening
4086,User4086,28,1.0,Female,Desktop,Side,Shopping,Morning
9267,User9267,20,1.0,Male,Desktop,Top,Shopping,Morning
2021,User2021,41,1.0,Male,Mobile,Bottom,Social Media,Night
375,User375,26,1.0,Non-Binary,Mobile,Top,News,Evening
6049,User6049,44,0.0,Male,Tablet,Side,Education,Evening
6345,User6345,42,0.0,Male,Mobile,Top,Shopping,Afternoon
9775,User9775,31,0.0,Female,Tablet,Side,Shopping,Afternoon
5030,User5030,35,1.0,Female,Tablet,Top,Education,Morning
2839,User2839,54,0.0,Male,Desktop,Bottom,Education,Afternoon
6086,User6086,20,1.0,Male,Desktop,Bottom,Shopping,Morning
6479,User6479,44,1.0,Male,Tablet,Side,Education,Afternoon
8957,User8957,29,1.0,Female,Tablet,Top,Social Media,Morning
2336,User2336,32,1.0,Male,Tablet,Side,Shopping,Morning
2977,User2977,52,0.0,Female,Desktop,Bottom,Social Media,Evening
4906,User4906,35,0.0,Male,Mobile,Bottom,Social Media,Evening
9504,User9504,31,1.0,Male,Tablet,Top,News,Morning
6620,User6620,52,1.0,Female,Tablet,Top,Education,Morning
2275,User2275,28,0.0,Female,Mobile,Bottom,News,Morning
5420,User5420,40,1.0,Male,Mobile,Bottom,News,Morning
6143,User6143,29,1.0,Non-Binary,Mobile,Bottom,Education,Afternoon
9157,User9157,34,1.0,Female,Mobile,Bottom,Entertainment,Morning
2876,User2876,23,1.0,Non-Binary,Tablet,Top,Education,Morning
4266,User4266,45,1.0,Female,Desktop,Bottom,News,Morning
5878,User5878,36,1.0,Female,Tablet,Bottom,Education,Afternoon
4019,User4019,32,0.0,Male,Tablet,Top,Shopping,Evening
5586,User5586,48,0.0,Female,Desktop,Bottom,Entertainment,Afternoon
6272,User6272,41,0.0,Female,Desktop,Bottom,News,Morning
1945,User1945,20,1.0,Female,Tablet,Side,Entertainment,Night
1148,User1148,25,1.0,Male,Mobile,Bottom,Social Media,Afternoon
8846,User8846,60,0.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
1305,User1305,30,1.0,Non-Binary,Tablet,Top,News,Night
6959,User6959,39,1.0,Male,Desktop,Top,Shopping,Evening
7971,User7971,46,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
6657,User6657,22,1.0,Female,Desktop,Bottom,Education,Night
6743,User6743,26,1.0,Non-Binary,Mobile,Side,Entertainment,Evening
6209,User6209,37,0.0,Female,Tablet,Top,Entertainment,Afternoon
9550,User9550,58,1.0,Non-Binary,Desktop,Top,Education,Afternoon
9676,User9676,31,1.0,Male,Mobile,Top,Education,Morning
5878,User5878,47,1.0,Non-Binary,Desktop,Bottom,Entertainment,Evening
6540,User6540,61,0.0,Male,Tablet,Bottom,Education,Afternoon
6479,User6479,39,1.0,Male,Desktop,Side,Social Media,Afternoon
6849,User6849,39,1.0,Male,Mobile,Top,Entertainment,Night
5569,User5569,35,1.0,Non-Binary,Mobile,Bottom,Education,Afternoon
6980,User6980,62,1.0,Female,Desktop,Bottom,Entertainment,Night
2595,User2595,62,1.0,Female,Desktop,Bottom,News,Morning
8127,User8127,39,1.0,Female,Desktop,Bottom,Education,Night
7065,User7065,57,1.0,Non-Binary,Desktop,Side,Shopping,Morning
2428,User2428,45,1.0,Non-Binary,Tablet,Side,News,Evening
7131,User7131,55,0.0,Female,Tablet,Bottom,Entertainment,Night
6849,User6849,30,1.0,Male,Mobile,Top,Education,Night
3178,User3178,62,0.0,Male,Mobile,Top,Shopping,Morning
9419,User9419,64,1.0,Female,Mobile,Side,Social Media,Afternoon
6487,User6487,35,1.0,Male,Desktop,Side,Social Media,Morning
5572,User5572,48,0.0,Male,Tablet,Top,Shopping,Night
1943,User1943,52,0.0,Female,Desktop,Bottom,News,Evening
5878,User5878,35,1.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
5376,User5376,43,0.0,Female,Mobile,Top,News,Afternoon
8095,User8095,22,0.0,Female,Tablet,Side,Entertainment,Afternoon
7962,User7962,58,1.0,Non-Binary,Tablet,Top,Entertainment,Afternoon
1178,User1178,42,1.0,Female,Desktop,Bottom,Education,Evening
1273,User1273,47,1.0,Non-Binary,Mobile,Side,Social Media,Morning
7677,User7677,30,0.0,Male,Tablet,Top,Education,Afternoon
5569,User5569,35,1.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon
8278,User8278,36,1.0,Female,Mobile,Top,News,Afternoon
5756,User5756,51,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
2755,User2755,59,0.0,Male,Mobile,Bottom,Social Media,Evening
1225,User1225,52,1.0,Female,Tablet,Side,Entertainment,Evening
3429,User3429,59,1.0,Female,Tablet,Side,Social Media,Morning
6746,User6746,37,0.0,Non-Binary,Desktop,Top,Social Media,Afternoon
8297,User8297,46,0.0,Non-Binary,Tablet,Top,News,Evening
5346,User5346,30,1.0,Non-Binary,Tablet,Top,News,Morning
1171,User1171,52,1.0,Female,Desktop,Bottom,Social Media,Night
9267,User9267,20,1.0,Male,Desktop,Top,Entertainment,Morning
8174,User8174,20,1.0,Female,Mobile,Bottom,Education,Afternoon
8083,User8083,46,0.0,Female,Mobile,Bottom,News,Morning
5879,User5879,42,0.0,Non-Binary,Mobile,Side,Entertainment,Afternoon
2542,User2542,58,1.0,Male,Mobile,Side,Entertainment,Evening
6153,User6153,30,1.0,Male,Mobile,Side,Entertainment,Night
6620,User6620,52,1.0,Female,Tablet,Top,Education,Morning
3225,User3225,23,1.0,Male,Tablet,Bottom,Entertainment,Morning
9676,User9676,21,1.0,Non-Binary,Mobile,Top,News,Morning
5629,User5629,53,1.0,Male,Tablet,Top,Social Media,Night
8222,User8222,27,1.0,Male,Tablet,Side,News,Afternoon
2964,User2964,40,1.0,Non-Binary,Mobile,Side,Entertainment,Night
5187,User5187,18,0.0,Female,Tablet,Side,News,Morning
364,User364,54,0.0,Non-Binary,Desktop,Top,Shopping,Evening
3685,User3685,46,0.0,Non-Binary,Mobile,Side,Entertainment,Morning
3188,User3188,47,0.0,Male,Tablet,Side,Education,Morning
6409,User6409,52,1.0,Male,Desktop,Top,Education,Night
543,User543,64,0.0,Male,Mobile,Side,Shopping,Night
4250,User4250,48,0.0,Female,Tablet,Top,Entertainment,Evening
4058,User4058,33,1.0,Female,Tablet,Bottom,News,Evening
8928,User8928,39,0.0,Non-Binary,Tablet,Top,Social Media,Afternoon
1975,User1975,30,1.0,Female,Mobile,Top,Social Media,Morning
5193,User5193,50,1.0,Female,Desktop,Side,Education,Afternoon
2606,User2606,57,0.0,Male,Tablet,Top,Entertainment,Morning
9220,User9220,21,1.0,Female,Mobile,Side,Education,Night
3746,User3746,50,1.0,Male,Tablet,Top,Entertainment,Morning
6487,User6487,19,1.0,Male,Tablet,Side,Entertainment,Morning
8997,User8997,36,0.0,Non-Binary,Tablet,Top,Shopping,Evening
2129,User2129,29,1.0,Non-Binary,Tablet,Side,Social Media,Evening
4034,User4034,43,1.0,Female,Tablet,Bottom,Shopping,Night
9676,User9676,21,1.0,Non-Binary,Mobile,Top,Education,Morning
2077,User2077,57,0.0,Male,Mobile,Top,Entertainment,Night
7245,User7245,50,0.0,Non-Binary,Mobile,Side,Shopping,Morning
1914,User1914,42,1.0,Male,Tablet,Bottom,Shopping,Night
3641,User3641,49,1.0,Female,Tablet,Top,News,Morning
1194,User1194,47,0.0,Non-Binary,Mobile,Top,Education,Night
5346,User5346,45,1.0,Non-Binary,Tablet,Side,News,Morning
5503,User5503,52,0.0,Non-Binary,Mobile,Side,Social Media,Morning
1273,User1273,34,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
1529,User1529,20,1.0,Female,Mobile,Top,Entertainment,Afternoon
393,User393,36,1.0,Non-Binary,Desktop,Bottom,Shopping,Morning
5030,User5030,54,1.0,Non-Binary,Tablet,Top,Shopping,Morning
1539,User1539,43,1.0,Non-Binary,Mobile,Bottom,Education,Evening
9381,User9381,58,0.0,Male,Tablet,Bottom,Entertainment,Night
9855,User9855,43,1.0,Male,Desktop,Bottom,News,Morning
9418,User9418,20,1.0,Male,Tablet,Side,News,Night
6462,User6462,36,1.0,Female,Tablet,Side,Education,Evening
8976,User8976,36,0.0,Male,Tablet,Side,Social Media,Morning
2198,User2198,43,0.0,Non-Binary,Desktop,Bottom,News,Afternoon
3044,User3044,34,1.0,Female,Mobile,Top,News,Morning
7777,User7777,40,0.0,Female,Desktop,Bottom,Entertainment,Evening
250,User250,46,1.0,Male,Mobile,Bottom,News,Afternoon
8226,User8226,47,1.0,Male,Tablet,Top,News,Morning
4620,User4620,41,1.0,Male,Mobile,Side,Entertainment,Night
6086,User6086,24,1.0,Male,Desktop,Bottom,Entertainment,Morning
6620,User6620,52,1.0,Female,Tablet,Top,Education,Morning
9855,User9855,45,1.0,Non-Binary,Desktop,Bottom,News,Morning
2337,User2337,40,1.0,Male,Desktop,Top,Entertainment,Evening
5629,User5629,39,1.0,Female,Tablet,Top,Education,Night
1555,User1555,41,0.0,Male,Desktop,Top,Entertainment,Night
156,User156,36,0.0,Non-Binary,Desktop,Bottom,Shopping,Morning
7466,User7466,47,1.0,Male,Mobile,Bottom,Shopping,Afternoon
3157,User3157,43,0.0,Male,Desktop,Top,Shopping,Night
7588,User7588,38,0.0,Male,Desktop,Top,News,Afternoon
5418,User5418,34,1.0,Male,Mobile,Top,News,Evening
8174,User8174,20,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
9266,User9266,38,1.0,Non-Binary,Desktop,Bottom,Shopping,Afternoon
3804,User3804,32,0.0,Male,Mobile,Top,Education,Morning
9992,User9992,36,1.0,Male,Desktop,Side,Shopping,Evening
2973,User2973,27,1.0,Non-Binary,Tablet,Bottom,Shopping,Night
5699,User5699,19,1.0,Non-Binary,Tablet,Top,Shopping,Evening
2617,User2617,39,0.0,Male,Desktop,Bottom,Shopping,Evening
423,User423,35,0.0,Male,Tablet,Top,Social Media,Morning
4348,User4348,62,1.0,Female,Desktop,Top,Shopping,Afternoon
2023,User2023,19,1.0,Non-Binary,Desktop,Top,News,Morning
9842,User9842,43,1.0,Non-Binary,Mobile,Top,Shopping,Afternoon
775,User775,45,1.0,Female,Mobile,Top,Shopping,Evening
665,User665,45,0.0,Female,Desktop,Side,Education,Evening
1122,User1122,49,1.0,Non-Binary,Tablet,Top,Shopping,Morning
6520,User6520,29,0.0,Female,Desktop,Side,Education,Evening
6724,User6724,21,1.0,Female,Tablet,Top,Shopping,Evening
1677,User1677,38,0.0,Non-Binary,Desktop,Bottom,News,Night
8459,User8459,38,1.0,Male,Tablet,Bottom,Entertainment,Morning
2931,User2931,52,0.0,Non-Binary,Tablet,Top,Social Media,Evening
6487,User6487,19,1.0,Male,Tablet,Side,Education,Morning
8069,User8069,56,0.0,Male,Tablet,Bottom,Social Media,Evening
487,User487,28,1.0,Male,Mobile,Side,Education,Afternoon
4871,User4871,58,1.0,Female,Desktop,Side,Shopping,Night
9412,User9412,34,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
1148,User1148,28,1.0,Female,Mobile,Top,Education,Afternoon
4976,User4976,34,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
2804,User2804,37,1.0,Female,Tablet,Bottom,Education,Evening
6074,User6074,35,1.0,Male,Mobile,Bottom,Shopping,Afternoon
2352,User2352,28,0.0,Male,Tablet,Bottom,Education,Morning
7291,User7291,34,0.0,Female,Mobile,Side,Shopping,Evening
986,User986,46,0.0,Male,Mobile,Top,Education,Afternoon
5082,User5082,44,1.0,Female,Mobile,Top,Shopping,Afternoon
250,User250,46,1.0,Non-Binary,Mobile,Bottom,News,Afternoon
5053,User5053,61,1.0,Female,Desktop,Side,Entertainment,Morning
6765,User6765,46,1.0,Female,Tablet,Side,Entertainment,Morning
1614,User1614,41,0.0,Non-Binary,Mobile,Bottom,Entertainment,Night
2289,User2289,36,1.0,Female,Desktop,Bottom,Shopping,Morning
7103,User7103,50,0.0,Female,Mobile,Side,Entertainment,Afternoon
6581,User6581,33,1.0,Female,Mobile,Bottom,News,Night
5193,User5193,50,1.0,Female,Desktop,Side,Education,Afternoon
9161,User9161,37,0.0,Non-Binary,Mobile,Top,Education,Evening
9967,User9967,52,1.0,Male,Mobile,Side,Education,Evening
6875,User6875,61,0.0,Non-Binary,Tablet,Side,Shopping,Night
4073,User4073,40,1.0,Male,Desktop,Top,Entertainment,Evening
1077,User1077,58,1.0,Female,Desktop,Top,Social Media,Afternoon
8107,User8107,40,0.0,Non-Binary,Tablet,Bottom,Education,Morning
7612,User7612,45,0.0,Non-Binary,Desktop,Bottom,Shopping,Night
2913,User2913,57,1.0,Non-Binary,Mobile,Side,Social Media,Evening
226,User226,40,1.0,Non-Binary,Desktop,Top,Shopping,Morning
7475,User7475,53,1.0,Female,Tablet,Bottom,Entertainment,Afternoon
6644,User6644,18,0.0,Female,Desktop,Bottom,News,Night
8459,User8459,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
7156,User7156,34,0.0,Male,Desktop,Top,Entertainment,Afternoon
8097,User8097,30,1.0,Non-Binary,Tablet,Side,Social Media,Evening
7086,User7086,30,1.0,Non-Binary,Mobile,Top,Shopping,Morning
6631,User6631,35,0.0,Non-Binary,Mobile,Top,Shopping,Evening
4086,User4086,54,1.0,Female,Desktop,Top,Entertainment,Morning
3801,User3801,26,1.0,Non-Binary,Desktop,Side,Social Media,Evening
9617,User9617,63,1.0,Female,Tablet,Side,Entertainment,Afternoon
8702,User8702,25,0.0,Non-Binary,Mobile,Top,Entertainment,Afternoon
6849,User6849,39,1.0,Male,Mobile,Top,Entertainment,Night
9660,User9660,48,1.0,Male,Desktop,Side,Social Media,Night
3246,User3246,53,1.0,Female,Mobile,Top,Education,Morning
3803,User3803,53,1.0,Female,Desktop,Bottom,Education,Morning
4499,User4499,60,0.0,Non-Binary,Mobile,Top,Education,Night
5973,User5973,31,0.0,Male,Mobile,Side,Entertainment,Night
1524,User1524,24,1.0,Male,Mobile,Bottom,Shopping,Night
1935,User1935,30,1.0,Female,Desktop,Bottom,Entertainment,Afternoon
2337,User2337,40,1.0,Male,Desktop,Top,Entertainment,Evening
8779,User8779,27,0.0,Male,Desktop,Side,Entertainment,Morning
3336,User3336,26,1.0,Non-Binary,Desktop,Bottom,Social Media,Morning
9676,User9676,21,1.0,Male,Mobile,Top,Entertainment,Morning
6588,User6588,58,0.0,Non-Binary,Tablet,Bottom,Shopping,Night
1400,User1400,61,0.0,Female,Desktop,Bottom,News,Night
5912,User5912,41,1.0,Non-Binary,Mobile,Side,Education,Night
4086,User4086,54,1.0,Female,Desktop,Top,Entertainment,Morning
3325,User3325,40,1.0,Male,Mobile,Bottom,Education,Morning
1011,User1011,36,0.0,Male,Mobile,Top,News,Night
4108,User4108,36,1.0,Non-Binary,Tablet,Top,Shopping,Morning
1369,User1369,45,1.0,Non-Binary,Desktop,Bottom,Social Media,Morning
6167,User6167,20,1.0,Male,Mobile,Side,Education,Night
6043,User6043,32,0.0,Male,Mobile,Top,Social Media,Evening
6202,User6202,37,1.0,Female,Tablet,Bottom,Shopping,Night
7941,User7941,41,1.0,Female,Desktop,Bottom,Entertainment,Afternoon
8726,User8726,62,1.0,Female,Desktop,Side,Education,Morning
1524,User1524,24,1.0,Non-Binary,Mobile,Bottom,Shopping,Night
5055,User5055,45,1.0,Male,Desktop,Top,Education,Morning
9689,User9689,35,1.0,Male,Desktop,Bottom,Entertainment,Afternoon
2311,User2311,41,1.0,Male,Desktop,Bottom,Entertainment,Afternoon
1136,User1136,58,1.0,Female,Mobile,Side,Entertainment,Morning
1197,User1197,62,1.0,Female,Mobile,Bottom,Entertainment,Night
1931,User1931,34,1.0,Female,Mobile,Bottom,Shopping,Night
1364,User1364,31,0.0,Female,Mobile,Side,Education,Evening
8353,User8353,42,1.0,Female,Desktop,Bottom,Social Media,Evening
5495,User5495,40,1.0,Male,Mobile,Bottom,News,Afternoon
5925,User5925,45,0.0,Male,Mobile,Bottom,Education,Afternoon
4556,User4556,29,0.0,Male,Mobile,Side,Entertainment,Afternoon
1178,User1178,34,1.0,Male,Desktop,Bottom,Education,Evening
3719,User3719,40,0.0,Male,Desktop,Top,Social Media,Night
2602,User2602,37,1.0,Female,Desktop,Side,Shopping,Night
4057,User4057,44,1.0,Non-Binary,Desktop,Side,Education,Evening
1460,User1460,53,0.0,Male,Mobile,Side,Education,Afternoon
6438,User6438,53,1.0,Non-Binary,Tablet,Top,Entertainment,Night
1041,User1041,37,1.0,Non-Binary,Mobile,Side,Entertainment,Morning
8373,User8373,29,1.0,Male,Desktop,Side,Shopping,Afternoon
824,User824,24,0.0,Male,Mobile,Side,News,Morning
24,User24,32,1.0,Female,Desktop,Side,Education,Morning
6855,User6855,37,0.0,Male,Mobile,Side,Social Media,Night
1704,User1704,61,1.0,Female,Tablet,Bottom,Shopping,Evening
234,User234,19,1.0,Female,Tablet,Bottom,Social Media,Morning
1664,User1664,34,0.0,Male,Desktop,Top,Social Media,Night
5034,User5034,41,0.0,Male,Tablet,Side,Shopping,Afternoon
5366,User5366,59,0.0,Male,Desktop,Bottom,Social Media,Night
4419,User4419,59,0.0,Non-Binary,Desktop,Top,Shopping,Afternoon
7235,User7235,47,0.0,Female,Tablet,Bottom,Social Media,Afternoon
4875,User4875,41,0.0,Male,Tablet,Side,Education,Evening
8264,User8264,34,0.0,Male,Desktop,Top,News,Morning
5419,User5419,31,1.0,Male,Tablet,Top,News,Morning
6880,User6880,37,1.0,Female,Tablet,Bottom,News,Morning
3325,User3325,40,1.0,Male,Mobile,Bottom,Education,Morning
8373,User8373,39,1.0,Male,Desktop,Side,Education,Afternoon
8252,User8252,39,1.0,Male,Tablet,Top,Education,Morning
3177,User3177,18,0.0,Non-Binary,Tablet,Side,Education,Morning
4876,User4876,41,0.0,Female,Tablet,Bottom,Shopping,Night
272,User272,44,0.0,Female,Desktop,Side,Education,Morning
7602,User7602,21,0.0,Male,Desktop,Bottom,News,Morning
5425,User5425,54,1.0,Non-Binary,Mobile,Side,Entertainment,Afternoon
6372,User6372,40,0.0,Female,Tablet,Side,Shopping,Afternoon
1910,User1910,63,1.0,Male,Desktop,Side,Social Media,Evening
8883,User8883,48,1.0,Female,Mobile,Bottom,Education,Evening
3037,User3037,37,1.0,Non-Binary,Mobile,Bottom,Shopping,Morning
175,User175,24,0.0,Female,Desktop,Side,News,Afternoon
9422,User9422,21,1.0,Non-Binary,Mobile,Side,Entertainment,Night
7152,User7152,32,1.0,Female,Tablet,Side,Entertainment,Morning
2373,User2373,31,1.0,Male,Desktop,Bottom,Social Media,Night
7151,User7151,47,1.0,Female,Tablet,Side,Entertainment,Morning
2289,User2289,36,1.0,Female,Desktop,Bottom,Shopping,Morning
3042,User3042,64,1.0,Non-Binary,Mobile,Side,Social Media,Afternoon
1335,User1335,56,0.0,Female,Mobile,Side,Social Media,Night
5579,User5579,28,1.0,Male,Mobile,Side,News,Evening
8832,User8832,39,1.0,Male,Tablet,Top,Entertainment,Night
5451,User5451,23,0.0,Female,Desktop,Top,Social Media,Morning
4086,User4086,54,1.0,Female,Desktop,Top,Entertainment,Morning
2297,User2297,57,1.0,Male,Tablet,Side,Education,Morning
3929,User3929,55,0.0,Female,Tablet,Side,Education,Afternoon
9642,User9642,35,1.0,Non-Binary,Tablet,Bottom,Shopping,Evening
7232,User7232,35,0.0,Male,Tablet,Bottom,Shopping,Morning
4840,User4840,48,0.0,Male,Desktop,Bottom,News,Morning
