full_name,age,click,gender,device_type,ad_position,browsing_history,time_of_day
User5419,39,1.0,Male,Tablet,Top,Entertainment,Morning
User5420,39,1.0,Male,Mobile,Bottom,Education,Morning
User5421,47,0.0,Non-Binary,Tablet,Bottom,Education,Morning
User5423,42,0.0,Male,Desktop,Bottom,Social Media,Afternoon
User5425,39,1.0,Non-Binary,Mobile,Side,Entertainment,Afternoon
User5429,58,0.0,Female,Tablet,Bottom,Entertainment,Evening
User543,64,0.0,Female,Mobile,Side,Entertainment,Night
User5431,42,0.0,Male,Desktop,Side,Entertainment,Night
User5432,37,0.0,Male,Desktop,Top,Education,Night
User5436,40,1.0,Male,Desktop,Top,News,Afternoon
User5439,38,1.0,Non-Binary,Tablet,Side,Social Media,Afternoon
User5444,22,0.0,Non-Binary,Tablet,Bottom,Entertainment,Evening
User5447,42,0.0,Female,Desktop,Bottom,Social Media,Morning
User5449,52,0.0,Non-Binary,Tablet,Side,Entertainment,Morning
User545,30,0.0,Female,Mobile,Top,Education,Morning
User5450,43,0.0,Male,Tablet,Top,Education,Morning
User5451,23,0.0,Non-Binary,Desktop,Side,Social Media,Morning
User5456,42,0.0,Male,Desktop,Top,News,Evening
User5457,39,0.0,Non-Binary,Desktop,Top,News,Morning
User5458,41,0.0,Non-Binary,Desktop,Bottom,News,Evening
User5459,42,0.0,Non-Binary,Mobile,Top,News,Morning
User5460,42,0.0,Male,Desktop,Top,Education,Afternoon
User5464,42,0.0,Non-Binary,Mobile,Bottom,Education,Evening
User5467,25,0.0,Female,Mobile,Top,Social Media,Evening
User5471,42,0.0,Non-Binary,Desktop,Side,Social Media,Morning
User5472,59,0.0,Female,Desktop,Bottom,Entertainment,Morning
User5478,42,0.0,Female,Mobile,Side,Entertainment,Afternoon
User5479,42,0.0,Non-Binary,Desktop,Side,Entertainment,Afternoon
User5482,34,0.0,Male,Mobile,Bottom,Entertainment,Evening
User5483,52,0.0,Male,Tablet,Side,Education,Evening
User5484,64,0.0,Female,Mobile,Side,Education,Morning
User5486,19,0.0,Male,Mobile,Top,Education,Evening
User5487,42,0.0,Male,Desktop,Bottom,Education,Night
User5489,42,0.0,Male,Desktop,Bottom,Social Media,Evening
User5490,50,0.0,Non-Binary,Mobile,Top,Entertainment,Morning
User5495,39,1.0,Male,Mobile,Bottom,News,Afternoon
User5498,39,1.0,Female,Tablet,Side,Education,Morning
User5499,23,0.0,Male,Mobile,Top,Entertainment,Night
User550,42,0.0,Male,Desktop,Top,Shopping,Morning
User5500,42,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
User5501,28,1.0,Non-Binary,Mobile,Bottom,Social Media,Evening
User5503,52,0.0,Non-Binary,Tablet,Side,News,Morning
User5505,42,0.0,Male,Mobile,Top,Education,Afternoon
User5507,31,0.0,Male,Tablet,Bottom,Education,Morning
User5508,60,0.0,Male,Mobile,Top,Entertainment,Night
User5510,31,0.0,Non-Binary,Tablet,Bottom,Education,Morning
User5512,45,0.0,Non-Binary,Desktop,Side,Entertainment,Evening
User5513,42,0.0,Female,Tablet,Side,Education,Evening
User5514,31,1.0,Male,Desktop,Side,Entertainment,Night
User5516,42,0.0,Female,Mobile,Top,Entertainment,Afternoon
User5518,59,0.0,Male,Tablet,Bottom,News,Morning
User5520,39,1.0,Non-Binary,Desktop,Bottom,Shopping,Afternoon
User5522,19,0.0,Female,Desktop,Bottom,News,Night
User5523,42,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
User5525,39,0.0,Female,Tablet,Bottom,News,Morning
User5526,20,0.0,Non-Binary,Tablet,Side,Education,Morning
User5527,23,0.0,Non-Binary,Desktop,Top,News,Evening
User5529,21,0.0,Female,Desktop,Side,Shopping,Evening
User553,60,0.0,Non-Binary,Tablet,Top,Social Media,Night
User5531,34,1.0,Male,Desktop,Top,News,Night
User5533,22,0.0,Male,Tablet,Bottom,Entertainment,Afternoon
User5535,32,0.0,Female,Desktop,Bottom,Entertainment,Night
User554,42,0.0,Male,Mobile,Side,Entertainment,Morning
User5543,42,0.0,Non-Binary,Tablet,Bottom,Social Media,Afternoon
User5544,42,0.0,Male,Desktop,Top,Entertainment,Night
User5557,42,0.0,Female,Desktop,Side,News,Night
User5559,50,0.0,Female,Mobile,Top,Social Media,Morning
User5564,42,0.0,Female,Desktop,Bottom,Entertainment,Afternoon
User5566,39,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
User5567,42,0.0,Non-Binary,Tablet,Side,Entertainment,Afternoon
User5569,39,1.0,Non-Binary,Mobile,Bottom,Education,Afternoon
User5571,42,0.0,Female,Desktop,Side,Entertainment,Evening
User5572,48,0.0,Female,Desktop,Top,Education,Night
User5574,52,1.0,Female,Desktop,Bottom,Shopping,Afternoon
User5576,42,0.0,Non-Binary,Desktop,Top,Shopping,Night
User5577,43,0.0,Non-Binary,Tablet,Side,News,Evening
User5579,39,1.0,Non-Binary,Mobile,Side,Shopping,Evening
User5580,58,0.0,Female,Mobile,Side,Entertainment,Morning
User5586,42,0.0,Female,Mobile,Top,Shopping,Afternoon
User5589,53,0.0,Non-Binary,Tablet,Side,News,Evening
User5590,42,0.0,Non-Binary,Mobile,Side,Entertainment,Night
User5592,42,0.0,Male,Desktop,Top,Entertainment,Evening
User5596,43,1.0,Male,Tablet,Top,Social Media,Afternoon
User56,23,0.0,Non-Binary,Desktop,Top,News,Afternoon
User560,42,0.0,Male,Desktop,Side,Social Media,Morning
User5605,42,0.0,Male,Mobile,Side,Social Media,Evening
User5607,50,0.0,Non-Binary,Tablet,Top,Education,Morning
User5609,28,0.0,Non-Binary,Mobile,Bottom,Shopping,Afternoon
User5611,32,0.0,Female,Desktop,Side,News,Afternoon
User5618,42,0.0,Female,Desktop,Side,Education,Night
User5619,21,0.0,Non-Binary,Tablet,Bottom,Education,Afternoon
User5620,53,0.0,Female,Mobile,Side,Entertainment,Evening
User5623,53,1.0,Male,Desktop,Side,News,Morning
User5624,42,0.0,Male,Mobile,Top,Shopping,Afternoon
User5626,42,0.0,Male,Tablet,Top,Shopping,Afternoon
User5627,22,0.0,Male,Mobile,Bottom,Social Media,Morning
User5629,39,1.0,Non-Binary,Tablet,Top,Entertainment,Night
User5630,42,0.0,Male,Tablet,Bottom,Shopping,Night
User5631,64,0.0,Male,Mobile,Bottom,Education,Night
User5634,39,0.0,Male,Desktop,Top,Social Media,Morning
User5635,40,0.0,Non-Binary,Mobile,Bottom,Entertainment,Night
User5637,42,0.0,Non-Binary,Tablet,Side,News,Morning
User5639,33,0.0,Female,Tablet,Top,Shopping,Afternoon
User564,36,0.0,Non-Binary,Desktop,Bottom,Education,Morning
User5640,42,0.0,Male,Mobile,Top,News,Evening
User5642,57,0.0,Female,Tablet,Bottom,News,Morning
User5643,42,0.0,Non-Binary,Desktop,Side,News,Night
User5647,46,1.0,Female,Tablet,Side,Entertainment,Morning
User5648,39,0.0,Male,Desktop,Top,Social Media,Night
User565,53,0.0,Non-Binary,Tablet,Top,Education,Evening
User5650,42,0.0,Female,Tablet,Top,News,Evening
User5656,42,0.0,Non-Binary,Mobile,Top,Social Media,Night
User5660,42,0.0,Male,Tablet,Top,Shopping,Evening
User5662,42,0.0,Female,Mobile,Bottom,Shopping,Afternoon
User5664,32,0.0,Male,Mobile,Top,Education,Evening
User5665,63,0.0,Female,Desktop,Bottom,Shopping,Morning
User5671,61,0.0,Non-Binary,Mobile,Top,News,Night
User5678,42,0.0,Male,Desktop,Top,News,Afternoon
User5681,42,0.0,Male,Desktop,Bottom,News,Morning
User5684,56,0.0,Male,Tablet,Side,Shopping,Evening
User5685,42,0.0,Non-Binary,Mobile,Bottom,Education,Night
User5686,35,0.0,Male,Tablet,Bottom,Shopping,Evening
User5690,34,0.0,Male,Tablet,Side,Shopping,Morning
User5694,64,0.0,Male,Desktop,Top,Social Media,Night
User5698,42,0.0,Male,Mobile,Bottom,Education,Morning
User5699,19,1.0,Non-Binary,Tablet,Top,News,Morning
User57,42,0.0,Male,Mobile,Top,Entertainment,Night
User5703,55,0.0,Female,Tablet,Side,Shopping,Night
User5707,34,0.0,Non-Binary,Mobile,Side,Social Media,Afternoon
User5708,52,0.0,Female,Tablet,Bottom,Shopping,Morning
User5709,52,0.0,Male,Mobile,Bottom,Education,Morning
User571,42,0.0,Male,Tablet,Bottom,Social Media,Afternoon
User5719,26,0.0,Female,Tablet,Bottom,News,Afternoon
User5727,18,0.0,Female,Desktop,Side,Shopping,Evening
User573,42,0.0,Female,Desktop,Side,Social Media,Evening
User5732,39,1.0,Non-Binary,Tablet,Bottom,News,Evening
User5733,42,0.0,Non-Binary,Mobile,Bottom,Entertainment,Morning
User5734,42,0.0,Male,Desktop,Side,Entertainment,Night
User5735,46,0.0,Female,Desktop,Side,Entertainment,Evening
User5737,29,0.0,Female,Desktop,Top,Shopping,Night
User5738,54,0.0,Female,Desktop,Bottom,Social Media,Afternoon
User5740,42,0.0,Female,Mobile,Side,Shopping,Morning
User5741,27,0.0,Non-Binary,Mobile,Bottom,Shopping,Night
User5744,42,0.0,Non-Binary,Desktop,Top,Education,Afternoon
User5747,42,0.0,Male,Mobile,Bottom,News,Evening
User5748,39,1.0,Male,Desktop,Side,Entertainment,Morning
User5751,41,0.0,Female,Desktop,Side,Social Media,Morning
User5756,51,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
User5757,42,0.0,Male,Mobile,Side,Shopping,Morning
User5760,47,0.0,Female,Desktop,Bottom,News,Afternoon
User5761,42,0.0,Non-Binary,Mobile,Top,Social Media,Morning
User5766,63,1.0,Male,Desktop,Side,Social Media,Evening
User5768,42,0.0,Male,Mobile,Side,News,Morning
User5770,42,0.0,Male,Mobile,Side,Education,Night
User5772,52,0.0,Male,Desktop,Bottom,News,Morning
User5776,59,0.0,Non-Binary,Mobile,Top,News,Night
User5777,42,0.0,Female,Tablet,Bottom,Shopping,Night
User5779,55,0.0,Non-Binary,Tablet,Bottom,News,Night
User5780,39,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
User5781,42,0.0,Female,Mobile,Top,Entertainment,Morning
User5783,39,1.0,Male,Desktop,Bottom,Education,Evening
User5784,42,0.0,Male,Mobile,Side,Shopping,Morning
User5787,42,0.0,Non-Binary,Desktop,Bottom,Shopping,Afternoon
User579,42,0.0,Non-Binary,Tablet,Side,Entertainment,Evening
User5793,42,0.0,Female,Mobile,Top,Entertainment,Morning
User5796,46,1.0,Non-Binary,Mobile,Bottom,News,Afternoon
User58,36,1.0,Female,Mobile,Top,Shopping,Morning
User5800,50,0.0,Male,Mobile,Side,Entertainment,Morning
User5801,59,0.0,Female,Tablet,Bottom,Education,Morning
User5804,27,0.0,Female,Desktop,Top,News,Night
User5805,29,0.0,Non-Binary,Tablet,Bottom,News,Morning
User5806,42,0.0,Female,Desktop,Side,Social Media,Night
User5807,41,0.0,Male,Desktop,Side,News,Afternoon
User5808,42,0.0,Male,Desktop,Side,Entertainment,Morning
User581,31,0.0,Female,Tablet,Side,Social Media,Night
User5810,25,0.0,Non-Binary,Mobile,Top,News,Morning
User5812,42,0.0,Non-Binary,Mobile,Top,Education,Morning
User5813,42,0.0,Female,Tablet,Side,Entertainment,Afternoon
User5815,64,0.0,Female,Mobile,Side,News,Night
User5818,39,1.0,Non-Binary,Tablet,Top,Social Media,Night
User5821,31,0.0,Female,Desktop,Top,Education,Evening
User5822,55,0.0,Female,Mobile,Bottom,Social Media,Evening
User5824,59,0.0,Female,Mobile,Bottom,Entertainment,Night
User5826,42,0.0,Female,Desktop,Side,Entertainment,Morning
User5832,28,1.0,Non-Binary,Desktop,Side,Social Media,Afternoon
User5837,42,0.0,Male,Mobile,Top,Entertainment,Afternoon
User5838,27,0.0,Male,Tablet,Top,Social Media,Evening
User5843,51,0.0,Non-Binary,Mobile,Top,Entertainment,Morning
User5844,43,0.0,Male,Desktop,Top,Social Media,Evening
User5845,42,0.0,Male,Tablet,Top,Shopping,Morning
User5846,42,0.0,Non-Binary,Tablet,Top,Social Media,Evening
User585,59,0.0,Female,Mobile,Side,News,Night
User5851,60,0.0,Non-Binary,Mobile,Bottom,Education,Afternoon
User5854,31,0.0,Non-Binary,Mobile,Top,Social Media,Morning
User5856,56,0.0,Female,Mobile,Side,Shopping,Morning
User5860,39,1.0,Female,Desktop,Bottom,Entertainment,Morning
User5862,56,0.0,Male,Desktop,Side,News,Night
User5869,42,0.0,Female,Tablet,Top,News,Evening
User5876,55,0.0,Male,Tablet,Top,Social Media,Morning
User5877,22,0.0,Female,Tablet,Side,Social Media,Morning
User5878,39,1.0,Male,Tablet,Bottom,Education,Afternoon
User5879,42,0.0,Non-Binary,Mobile,Side,Social Media,Afternoon
User5881,26,1.0,Non-Binary,Tablet,Top,Social Media,Morning
User589,42,0.0,Male,Tablet,Top,Entertainment,Night
User5890,56,1.0,Female,Mobile,Bottom,News,Night
User5891,24,0.0,Non-Binary,Tablet,Top,Education,Evening
User5893,48,0.0,Female,Mobile,Top,Shopping,Evening
User5894,57,0.0,Male,Desktop,Side,Social Media,Evening
User5895,42,0.0,Non-Binary,Tablet,Side,Education,Morning
User5897,42,0.0,Female,Tablet,Side,Social Media,Morning
User5900,42,0.0,Female,Mobile,Bottom,Social Media,Evening
User5906,42,0.0,Female,Tablet,Top,Social Media,Afternoon
User5907,61,0.0,Non-Binary,Mobile,Top,News,Afternoon
User5908,42,0.0,Male,Mobile,Bottom,Entertainment,Evening
User5909,45,1.0,Female,Tablet,Top,News,Afternoon
User591,42,0.0,Male,Mobile,Top,Education,Morning
User5912,41,1.0,Non-Binary,Mobile,Side,Education,Night
User5914,42,0.0,Male,Tablet,Bottom,Social Media,Afternoon
User5915,42,0.0,Non-Binary,Mobile,Top,Shopping,Morning
User5917,32,0.0,Female,Tablet,Bottom,Education,Morning
User5918,48,0.0,Non-Binary,Mobile,Bottom,Social Media,Evening
User5921,39,1.0,Non-Binary,Desktop,Side,Education,Morning
User5922,62,0.0,Female,Mobile,Side,Entertainment,Afternoon
User5924,42,0.0,Non-Binary,Tablet,Side,Education,Night
User5925,45,0.0,Male,Mobile,Bottom,Education,Afternoon
User5930,42,0.0,Female,Tablet,Top,Entertainment,Morning
User5932,42,0.0,Female,Desktop,Top,Education,Evening
User5937,18,0.0,Non-Binary,Desktop,Bottom,Shopping,Evening
User5939,18,0.0,Female,Desktop,Bottom,Entertainment,Afternoon
User5941,42,0.0,Non-Binary,Desktop,Side,Education,Evening
User5942,39,1.0,Non-Binary,Tablet,Bottom,Social Media,Evening
User5943,51,0.0,Non-Binary,Tablet,Top,News,Evening
User5945,42,0.0,Male,Desktop,Side,Education,Afternoon
User595,42,0.0,Male,Mobile,Side,Shopping,Morning
User5951,41,0.0,Female,Tablet,Top,News,Evening
User5952,42,0.0,Male,Tablet,Bottom,Education,Evening
User5953,27,0.0,Female,Desktop,Top,Education,Night
User5955,59,1.0,Female,Tablet,Side,Shopping,Evening
User5957,42,0.0,Non-Binary,Mobile,Top,News,Evening
User5959,42,0.0,Non-Binary,Mobile,Side,Social Media,Night
User596,42,0.0,Female,Mobile,Bottom,Social Media,Afternoon
User5960,42,0.0,Female,Desktop,Side,Entertainment,Morning
User5962,41,0.0,Non-Binary,Tablet,Top,Education,Afternoon
User5966,42,0.0,Non-Binary,Desktop,Top,News,Morning
User5968,39,1.0,Male,Tablet,Side,Entertainment,Evening
User5972,42,0.0,Non-Binary,Desktop,Top,Education,Evening
User5973,42,0.0,Male,Mobile,Side,Shopping,Night
User5976,42,0.0,Non-Binary,Mobile,Top,Entertainment,Morning
User5979,54,0.0,Male,Desktop,Bottom,Education,Night
User598,50,0.0,Female,Mobile,Bottom,Education,Morning
User5980,40,1.0,Female,Desktop,Side,Entertainment,Morning
User5982,43,0.0,Female,Tablet,Top,Social Media,Evening
User5983,42,0.0,Male,Tablet,Bottom,Education,Morning
User5986,32,0.0,Female,Desktop,Side,News,Night
User5988,62,0.0,Female,Desktop,Bottom,News,Afternoon
User5989,28,0.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon
User5993,42,0.0,Male,Desktop,Bottom,Entertainment,Evening
User5994,42,0.0,Male,Tablet,Top,Social Media,Morning
User5995,42,0.0,Male,Tablet,Top,Shopping,Morning
User6,42,0.0,Female,Desktop,Bottom,Social Media,Evening
User6001,42,0.0,Non-Binary,Desktop,Bottom,Shopping,Afternoon
User6008,42,0.0,Non-Binary,Desktop,Top,Social Media,Evening
User6011,42,0.0,Non-Binary,Desktop,Top,Education,Morning
User6014,42,0.0,Non-Binary,Mobile,Bottom,Social Media,Night
User6015,42,0.0,Female,Desktop,Bottom,Education,Morning
User6018,64,0.0,Female,Mobile,Top,Entertainment,Afternoon
User6019,42,0.0,Male,Desktop,Top,News,Morning
User6021,42,0.0,Non-Binary,Tablet,Bottom,Social Media,Afternoon
User6023,42,0.0,Non-Binary,Tablet,Side,News,Afternoon
User6030,42,0.0,Female,Mobile,Side,Social Media,Night
User6037,42,0.0,Non-Binary,Desktop,Bottom,News,Evening
User6042,62,0.0,Non-Binary,Desktop,Bottom,Shopping,Night
User6043,32,0.0,Male,Mobile,Top,Shopping,Evening
User6048,42,0.0,Male,Tablet,Top,Social Media,Morning
User6049,42,0.0,Male,Tablet,Side,Education,Evening
User6051,18,0.0,Female,Tablet,Side,News,Morning
User6053,23,0.0,Male,Desktop,Bottom,Social Media,Afternoon
User6056,40,0.0,Non-Binary,Mobile,Top,News,Night
User6058,42,0.0,Non-Binary,Mobile,Top,Education,Afternoon
User6059,43,0.0,Non-Binary,Mobile,Top,Entertainment,Night
User606,39,1.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon
User6060,42,0.0,Non-Binary,Desktop,Top,News,Morning
User6061,30,0.0,Female,Tablet,Side,Social Media,Morning
User6063,18,0.0,Non-Binary,Desktop,Side,News,Evening
User6066,39,1.0,Non-Binary,Desktop,Side,News,Evening
User6070,53,0.0,Female,Tablet,Bottom,Social Media,Evening
User6072,40,0.0,Female,Desktop,Top,Entertainment,Night
User6074,35,1.0,Male,Mobile,Bottom,News,Afternoon
User6075,32,1.0,Non-Binary,Desktop,Side,Social Media,Night
User6078,47,0.0,Non-Binary,Desktop,Top,Shopping,Morning
User6081,18,0.0,Female,Tablet,Bottom,Entertainment,Evening
User6083,29,0.0,Male,Desktop,Top,Social Media,Night
User6086,24,1.0,Male,Desktop,Bottom,Entertainment,Morning
User6088,42,0.0,Non-Binary,Tablet,Bottom,Education,Night
User6092,42,0.0,Male,Mobile,Bottom,News,Morning
User6094,39,1.0,Non-Binary,Tablet,Top,Social Media,Evening
User6095,52,0.0,Male,Desktop,Top,News,Morning
User6099,42,0.0,Female,Mobile,Top,Social Media,Night
User6100,39,1.0,Male,Desktop,Bottom,Education,Night
User6103,42,0.0,Non-Binary,Mobile,Side,News,Morning
User6104,39,0.0,Male,Tablet,Top,Social Media,Morning
User6107,42,0.0,Non-Binary,Tablet,Top,Social Media,Night
User6109,19,0.0,Female,Desktop,Top,Education,Night
User6112,34,0.0,Non-Binary,Desktop,Bottom,Education,Morning
User6113,22,0.0,Male,Mobile,Bottom,Education,Morning
User6114,42,0.0,Male,Mobile,Top,Entertainment,Evening
User6115,58,0.0,Non-Binary,Desktop,Bottom,Shopping,Evening
User6116,42,0.0,Female,Mobile,Side,Education,Evening
User6119,42,0.0,Male,Tablet,Side,Shopping,Morning
User6121,42,0.0,Non-Binary,Desktop,Top,Education,Afternoon
User6122,40,0.0,Non-Binary,Mobile,Side,News,Night
User6125,18,0.0,Female,Mobile,Top,Social Media,Afternoon
User6127,34,0.0,Non-Binary,Desktop,Side,News,Afternoon
User6128,42,0.0,Non-Binary,Desktop,Top,News,Night
User6129,36,1.0,Male,Tablet,Bottom,Shopping,Evening
User613,42,0.0,Male,Desktop,Top,Entertainment,Morning
User6131,43,0.0,Male,Tablet,Top,Entertainment,Night
User6132,42,0.0,Non-Binary,Mobile,Bottom,Education,Night
User6133,42,0.0,Male,Mobile,Top,News,Night
User6137,48,0.0,Male,Tablet,Top,Education,Night
User6140,31,0.0,Female,Mobile,Top,News,Afternoon
User6142,35,0.0,Female,Desktop,Bottom,Shopping,Night
User6143,29,1.0,Non-Binary,Mobile,Bottom,Shopping,Afternoon
User6144,42,0.0,Non-Binary,Desktop,Top,Social Media,Afternoon
User6145,42,0.0,Female,Tablet,Side,Education,Evening
User6146,42,0.0,Male,Tablet,Bottom,Social Media,Afternoon
User6147,42,0.0,Non-Binary,Tablet,Bottom,Entertainment,Night
User6153,30,1.0,Female,Mobile,Side,Entertainment,Night
User6155,57,0.0,Female,Tablet,Top,News,Evening
User6160,42,0.0,Female,Tablet,Top,Social Media,Evening
User6161,61,1.0,Female,Tablet,Bottom,News,Afternoon
User6163,49,0.0,Male,Desktop,Side,Social Media,Night
User6164,57,0.0,Male,Mobile,Bottom,Social Media,Night
User6165,42,0.0,Male,Mobile,Side,Entertainment,Afternoon
User6167,20,1.0,Male,Mobile,Side,Shopping,Night
User6174,35,0.0,Male,Mobile,Side,Entertainment,Morning
User6178,35,0.0,Female,Tablet,Side,Shopping,Evening
User6180,42,0.0,Female,Mobile,Top,News,Afternoon
User6181,54,0.0,Male,Tablet,Top,Education,Night
User6184,42,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
User6186,48,0.0,Non-Binary,Mobile,Side,Entertainment,Night
User6188,20,1.0,Male,Desktop,Bottom,Entertainment,Morning
User6189,50,0.0,Female,Mobile,Top,Shopping,Afternoon
User619,42,0.0,Male,Mobile,Top,Education,Night
User6190,40,0.0,Male,Tablet,Bottom,News,Afternoon
User6193,29,1.0,Female,Desktop,Bottom,Shopping,Afternoon
User6194,42,0.0,Female,Tablet,Top,Education,Evening
User6195,25,0.0,Male,Tablet,Top,Shopping,Morning
User6197,51,0.0,Non-Binary,Mobile,Side,Social Media,Evening
User6198,47,0.0,Female,Mobile,Bottom,Social Media,Night
User6199,38,0.0,Female,Tablet,Side,Shopping,Morning
User62,42,0.0,Male,Tablet,Side,Education,Afternoon
User620,42,0.0,Non-Binary,Mobile,Bottom,Social Media,Night
User6202,39,1.0,Female,Tablet,Bottom,Shopping,Night
User6209,42,0.0,Female,Tablet,Top,Entertainment,Afternoon
User6210,57,0.0,Male,Tablet,Bottom,Education,Morning
User6211,34,0.0,Female,Mobile,Top,Shopping,Night
User6215,42,0.0,Female,Mobile,Top,Shopping,Evening
User6216,42,0.0,Non-Binary,Desktop,Top,Social Media,Morning
User6217,48,0.0,Non-Binary,Tablet,Side,Entertainment,Evening
User6220,42,0.0,Male,Mobile,Bottom,Education,Evening
User6221,42,0.0,Male,Mobile,Side,Entertainment,Evening
User6227,42,0.0,Non-Binary,Mobile,Bottom,Education,Morning
User6232,42,0.0,Non-Binary,Mobile,Side,Social Media,Night
User6234,26,0.0,Male,Desktop,Bottom,Entertainment,Afternoon
User6236,42,0.0,Non-Binary,Tablet,Top,Social Media,Evening
User6237,32,1.0,Non-Binary,Mobile,Top,News,Morning
User6239,42,0.0,Non-Binary,Tablet,Bottom,News,Afternoon
User6241,33,0.0,Non-Binary,Mobile,Top,News,Morning
User6242,53,0.0,Male,Tablet,Bottom,Shopping,Morning
User6246,27,0.0,Male,Mobile,Side,Social Media,Morning
User6247,27,0.0,Female,Mobile,Top,News,Night
User6248,48,1.0,Female,Mobile,Top,News,Evening
User6249,42,0.0,Male,Desktop,Top,Social Media,Night
User6251,44,1.0,Non-Binary,Mobile,Side,Shopping,Morning
User6254,58,0.0,Male,Desktop,Bottom,Education,Night
User6255,42,0.0,Female,Tablet,Side,News,Afternoon
User6256,42,0.0,Male,Tablet,Top,Entertainment,Evening
User6258,39,1.0,Non-Binary,Tablet,Top,Education,Night
User6260,37,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
User6262,42,0.0,Male,Tablet,Bottom,Shopping,Morning
User6263,42,0.0,Non-Binary,Tablet,Bottom,Entertainment,Night
User6265,42,0.0,Female,Desktop,Side,Shopping,Night
User6267,62,0.0,Non-Binary,Tablet,Top,Entertainment,Morning
User6268,39,1.0,Non-Binary,Desktop,Top,Education,Night
User6271,42,0.0,Female,Tablet,Top,Social Media,Afternoon
User6272,42,0.0,Male,Desktop,Side,Social Media,Morning
User6274,42,0.0,Female,Tablet,Top,Shopping,Afternoon
User6275,42,0.0,Non-Binary,Tablet,Bottom,Education,Morning
User6276,39,0.0,Female,Desktop,Side,News,Morning
User6277,42,0.0,Non-Binary,Desktop,Bottom,Social Media,Night
User6278,42,0.0,Non-Binary,Desktop,Top,Education,Night
User628,59,0.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon
User6281,53,0.0,Female,Mobile,Side,Entertainment,Evening
User6283,40,0.0,Female,Tablet,Side,Shopping,Morning
User6284,19,0.0,Male,Mobile,Top,Entertainment,Afternoon
User6287,40,1.0,Female,Tablet,Bottom,Education,Morning
User6288,61,1.0,Non-Binary,Tablet,Bottom,News,Afternoon
User6292,42,0.0,Non-Binary,Tablet,Bottom,Education,Night
User6293,42,0.0,Female,Desktop,Bottom,News,Evening
User6296,29,1.0,Female,Desktop,Bottom,Education,Evening
User6299,38,0.0,Non-Binary,Tablet,Top,Social Media,Afternoon
User63,42,0.0,Female,Tablet,Top,Social Media,Night
User6300,42,0.0,Female,Tablet,Side,Social Media,Night
User6304,42,0.0,Non-Binary,Tablet,Bottom,Shopping,Night
User6308,42,0.0,Male,Tablet,Bottom,News,Morning
User6311,28,0.0,Female,Mobile,Top,Education,Evening
User6315,39,1.0,Female,Desktop,Top,News,Afternoon
User6318,42,0.0,Male,Tablet,Top,Social Media,Morning
User6319,42,0.0,Male,Mobile,Bottom,Shopping,Afternoon
User632,42,0.0,Female,Desktop,Side,Social Media,Evening
User6320,42,0.0,Male,Desktop,Top,Social Media,Night
User6324,42,0.0,Female,Desktop,Bottom,Shopping,Morning
User6328,42,0.0,Female,Mobile,Side,Social Media,Morning
User6330,56,0.0,Female,Mobile,Side,Education,Night
User6331,42,0.0,Male,Desktop,Top,News,Night
User6337,39,1.0,Non-Binary,Mobile,Top,Social Media,Night
User6340,42,0.0,Male,Tablet,Side,News,Evening
User6343,42,0.0,Female,Tablet,Side,News,Evening
User6344,42,0.0,Male,Desktop,Top,Entertainment,Morning
User6345,42,0.0,Male,Mobile,Top,Social Media,Afternoon
User6350,31,0.0,Male,Mobile,Bottom,Social Media,Afternoon
User6355,42,0.0,Male,Mobile,Bottom,Education,Afternoon
User6365,39,1.0,Non-Binary,Tablet,Bottom,Social Media,Evening
User6369,42,0.0,Male,Desktop,Side,Entertainment,Afternoon
User637,47,0.0,Male,Desktop,Top,Shopping,Morning
User6370,42,0.0,Non-Binary,Mobile,Top,News,Afternoon
User6372,42,0.0,Female,Tablet,Side,Shopping,Afternoon
User6378,51,0.0,Female,Desktop,Bottom,Education,Evening
User6383,42,0.0,Female,Tablet,Side,Entertainment,Night
User6387,42,0.0,Male,Desktop,Side,News,Evening
User639,53,0.0,Male,Tablet,Top,Education,Morning
User6390,46,0.0,Male,Mobile,Bottom,Shopping,Evening
User6391,42,0.0,Female,Tablet,Side,Shopping,Morning
User6393,42,0.0,Female,Tablet,Top,Education,Evening
User6395,42,0.0,Non-Binary,Desktop,Top,News,Morning
User6396,56,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
User64,63,0.0,Non-Binary,Tablet,Bottom,Social Media,Evening
User640,42,0.0,Female,Desktop,Bottom,News,Afternoon
User6400,42,0.0,Male,Desktop,Top,Social Media,Afternoon
User6401,45,1.0,Female,Mobile,Side,Social Media,Morning
User6405,42,0.0,Male,Tablet,Bottom,Education,Night
User6409,52,1.0,Male,Desktop,Top,Shopping,Night
User6410,42,0.0,Non-Binary,Tablet,Top,Education,Afternoon
User6411,42,0.0,Female,Desktop,Bottom,Entertainment,Morning
